"country","who_region","vaccine","vax_week_1","vax_week_2","vax_week_3","vax_week_4","vax_week_5","vax_week_6","vax_week_7","vax_week_8","vax_week_9","vax_week_10","vax_week_11","vax_week_12","vax_week_13","vax_week_14","vax_week_15","vax_week_16","vax_week_17","vax_week_18","vax_week_19","vax_week_20","vax_week_21","vax_week_22","vax_week_23","vax_week_24","vax_week_25","vax_week_26","vax_week_27","vax_week_28","vax_week_29","vax_week_30","vax_week_31","vax_week_32","vax_week_33","vax_week_34","vax_week_35","vax_week_36","vax_week_37","vax_week_38","vax_week_39","vax_week_40","vax_week_41","vax_week_42","vax_week_43","vax_week_44","vax_week_45","vax_week_46","vax_week_47","vax_week_48","vax_week_49","vax_week_50","vax_week_51","vax_week_52","vax_week_53","vax_week_54","vax_week_55","vax_week_56","vax_week_57","vax_week_58","vax_week_59","vax_week_60","vax_week_61","vax_week_62","vax_week_63","vax_week_64","vax_week_65","vax_week_66","vax_week_67","vax_week_68","vax_week_69","vax_week_70","vax_week_71","vax_week_72","vax_week_73","vax_week_74","vax_week_75","vax_week_76","vax_week_77","vax_week_78","vax_week_79","vax_week_80","vax_week_81","vax_week_82","vax_week_83","vax_week_84","vax_week_85","vax_week_86","vax_week_87","vax_week_88","vax_week_89","vax_week_90","vax_week_91","vax_week_92","vax_week_93","vax_week_94","vax_week_95","vax_week_96","vax_week_97","vax_week_98","vax_week_99","vax_week_100","vax_week_101","vax_week_102","vax_week_103","vax_week_104","vax_week_105","vax_week_106","vax_week_107","vax_week_108","vax_week_109","vax_week_110","vax_week_111","vax_week_112","vax_week_113","vax_week_114","vax_week_115","vax_week_116","vax_week_117","vax_week_118","vax_week_119","vax_week_120","vax_week_121","vax_week_122","vax_week_123","vax_week_124","vax_week_125","vax_week_126","vax_week_127","vax_week_128","vax_week_129","vax_week_130","vax_week_131","vax_week_132","vax_week_133","vax_week_134","vax_week_135","vax_week_136","vax_week_137","vax_week_138","vax_week_139","vax_week_140","vax_week_141","vax_week_142","vax_week_143","vax_week_144","vax_week_145","vax_week_146","vax_week_147","vax_week_148","vax_week_149","vax_week_150","vax_week_151","vax_week_152","vax_week_153","vax_week_154","vax_week_155","vax_week_156","vax_week_157","vax_week_158","vax_week_159","vax_week_160","vax_week_161","vax_week_162","vax_week_163","vax_week_164","vax_week_165","vax_week_166","vax_week_167","vax_week_168","vax_week_169","vax_week_170","vax_week_171","vax_week_172","vax_week_173","vax_week_174","vax_week_175","vax_week_176","vax_week_177","vax_week_178","vax_week_179","vax_week_180","vax_week_181","vax_week_182","vax_week_183","vax_week_184","vax_week_185","vax_week_186","vax_week_187","vax_week_188","vax_week_189","vax_week_190","vax_week_191","vax_week_192","vax_week_193","vax_week_194","vax_week_195","vax_week_196","vax_week_197","vax_week_198","vax_week_199","vax_week_200","vax_week_201","vax_week_202","vax_week_203","vax_week_204","vax_week_205","vax_week_206","vax_week_207","vax_week_208","vax_week_209","vax_week_210","vax_week_211","vax_week_212","vax_week_213","vax_week_214","vax_week_215","vax_week_216","vax_week_217","vax_week_218","vax_week_219","vax_week_220","vax_week_221","vax_week_222","vax_week_223","vax_week_224","vax_week_225","vax_week_226","vax_week_227","vax_week_228","vax_week_229","vax_week_230","vax_week_231","vax_week_232","vax_week_233","vax_week_234","vax_week_235","vax_week_236","vax_week_237","vax_week_238","vax_week_239","vax_week_240","vax_week_241","vax_week_242","vax_week_243","vax_week_244","vax_week_245","vax_week_246","vax_week_247","vax_week_248","vax_week_249","vax_week_250","vax_week_251","vax_week_252","vax_week_253","vax_week_254","vax_week_255","vax_week_256","vax_week_257","vax_week_258","vax_week_259","vax_week_260"
"Congo","AFRO","Hib-D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo","AFRO","PCV-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo","AFRO","PCV-D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo","AFRO","PCV-D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo","AFRO","RV-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo","AFRO","RV-D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo","AFRO","RV-D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo Democratic Republic","AFRO","BCG",42.0761,53.137425,57.0691,60.1953,64.119,66.84645,67.7237,68.688675,69.7334,71.017375,71.894625,72.213625,72.93935,73.6571,74.05585,74.1356,74.462575,74.861325,75.100575,75.100575,75.260075,75.339825,75.579075,75.738575,75.738575,75.8263,76.06555,76.1453,76.22505,76.38455,76.4643,76.4643,76.4643,76.4643,76.6238,76.7833,76.86305,76.86305,76.86305,76.86305,76.86305,76.86305,76.86305,77.02255,77.1023,77.1023,77.18205,77.18205,77.2618,77.429275,77.588775,77.748275,78.306525,78.386275,78.466025,78.705275,78.785025,78.864775,78.864775,78.864775,78.944525,78.944525,79.03225,79.03225,79.03225,79.03225,79.03225,79.03225,79.03225,79.03225,79.03225,79.03225,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.112,79.19175,79.19175,79.19175,79.19175,79.19175,79.35125,79.35125,79.35125,79.35125,79.35125,79.35125,79.35125,79.431,79.431,79.431,79.431,79.431,79.51075,79.51075,79.51075,79.51075,79.51075,79.51075,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.5905,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.67025,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75,79.75
"Congo Democratic Republic","AFRO","DTP-D1",0.871808,1.51788,3.689616,9.122848,18.393592,27.586496,34.467552,42.57848,50.611568,56.768712,59.376352,61.18224,63.065968,65.019752,66.257408,66.833424,67.269328,68.787208,69.729072,69.947024,70.312872,70.670936,71.10684,71.542744,71.542744,71.760696,72.188816,72.336712,72.406768,72.484608,72.912728,73.13068,73.278576,73.278576,73.496528,73.784536,73.784536,73.784536,73.854592,73.932432,74.072544,74.150384,74.22044,74.438392,74.438392,74.508448,74.508448,74.508448,74.578504,74.656344,74.7264,74.7264,74.874296,75.014408,75.092248,75.162304,75.520368,75.73832,75.886216,76.174224,76.32212,76.392176,76.392176,76.462232,76.540072,76.540072,76.540072,76.540072,76.540072,76.680184,76.680184,76.75024,76.75024,76.75024,76.75024,76.75024,76.75024,76.75024,76.75024,76.82808,76.82808,76.898136,76.898136,76.898136,76.898136,76.898136,76.898136,76.898136,76.898136,76.898136,76.898136,76.898136,76.898136,76.898136,76.898136,76.968192,77.116088,77.116088,77.116088,77.116088,77.116088,77.116088,77.116088,77.116088,77.116088,77.116088,77.116088,77.116088,77.263984,77.404096,77.404096,77.404096,77.404096,77.404096,77.474152,77.474152,77.474152,77.474152,77.474152,77.474152,77.474152,77.551992,77.551992,77.551992,77.551992,77.551992,77.551992,77.551992,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.622048,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.692104,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.769944,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84,77.84
"Congo Democratic Republic","AFRO","DTP-D2",0.07098,0.14196,0.14196,0.361998,0.574938,0.936936,2.23587,5.188638,11.96013,19.384638,25.723152,31.919706,38.336298,45.256848,48.571614,50.154468,51.666342,54.115152,55.989024,56.92596,57.649956,59.09085,60.602724,61.3977,61.830678,62.263656,63.200592,63.84651,63.91749,64.208508,64.641486,64.925406,65.074464,65.145444,65.216424,65.500344,65.649402,65.791362,65.862342,66.08238,66.3663,66.43728,66.586338,66.728298,66.870258,66.941238,66.941238,67.161276,67.374216,67.452294,67.523274,67.523274,67.665234,67.807194,67.807194,67.878174,67.956252,68.098212,68.169192,68.38923,68.53119,68.81511,68.964168,69.035148,69.035148,69.177108,69.397146,69.468126,69.539106,69.539106,69.539106,69.539106,69.610086,69.610086,69.681066,69.752046,69.752046,69.752046,69.752046,69.752046,69.752046,69.901104,69.901104,70.043064,70.043064,70.043064,70.043064,70.043064,70.043064,70.043064,70.114044,70.114044,70.114044,70.114044,70.114044,70.114044,70.114044,70.114044,70.114044,70.114044,70.256004,70.334082,70.334082,70.334082,70.334082,70.334082,70.334082,70.334082,70.334082,70.334082,70.405062,70.405062,70.476042,70.547022,70.618002,70.618002,70.618002,70.618002,70.688982,70.688982,70.688982,70.688982,70.688982,70.688982,70.688982,70.688982,70.688982,70.688982,70.688982,70.688982,70.688982,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.76706,70.83804,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.90902,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98,70.98
"Congo Democratic Republic","AFRO","DTP-D3",0,0,0,0,0.064064,0.064064,0.064064,0.064064,0.064064,0.442624,0.885248,2.585856,7.879872,12.981696,17.710784,21.240128,25.969216,31.07104,34.978944,36.557248,38.886848,40.401088,42.16576,43.429568,44.05856,44.687552,46.0096,47.459776,48.216896,48.909952,49.667072,50.424192,50.424192,50.55232,51.053184,51.74624,51.938432,52.439296,52.50336,52.945984,53.132352,53.26048,53.388608,53.767168,54.203968,54.332096,54.518464,54.710656,54.961088,55.089216,55.15328,55.339648,55.467776,55.53184,55.53184,55.53184,55.59008,55.782272,55.782272,55.782272,55.782272,56.160832,56.160832,56.28896,56.411264,56.661696,56.789824,56.789824,56.789824,56.917952,56.982016,56.982016,57.040256,57.10432,57.10432,57.10432,57.10432,57.168384,57.232448,57.296512,57.296512,57.296512,57.354752,57.354752,57.354752,57.354752,57.418816,57.48288,57.48288,57.48288,57.48288,57.546944,57.611008,57.611008,57.611008,57.611008,57.611008,57.611008,57.611008,57.611008,57.611008,57.611008,57.611008,57.611008,57.675072,57.797376,57.797376,57.797376,57.797376,57.797376,57.797376,57.797376,57.797376,57.797376,57.797376,57.797376,57.86144,57.86144,57.925504,57.925504,57.925504,57.925504,57.925504,57.989568,57.989568,57.989568,57.989568,57.989568,57.989568,57.989568,57.989568,57.989568,57.989568,57.989568,57.989568,57.989568,57.989568,57.989568,57.989568,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.053632,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.175936,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24,58.24
"Congo Democratic Republic","AFRO","OPV-BD",23.029248,29.29344,31.430784,33.065472,35.109888,36.381312,36.83328,37.289472,37.6992,38.3328,38.653824,38.788992,39.059328,39.380352,39.51552,39.561984,39.743616,39.925248,40.013952,40.013952,40.060416,40.10688,40.242048,40.288512,40.288512,40.330752,40.470144,40.512384,40.558848,40.651776,40.694016,40.694016,40.694016,40.694016,40.786944,40.875648,40.922112,40.922112,40.922112,40.922112,40.922112,40.922112,40.922112,40.968576,40.968576,40.968576,41.01504,41.01504,41.05728,41.150208,41.238912,41.33184,41.64864,41.695104,41.695104,41.830272,41.876736,41.9232,41.9232,41.9232,41.9232,41.9232,41.96544,41.96544,41.96544,41.96544,41.96544,41.96544,41.96544,41.96544,41.96544,41.96544,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.011904,42.058368,42.058368,42.058368,42.058368,42.058368,42.058368,42.058368,42.058368,42.058368,42.058368,42.058368,42.058368,42.104832,42.104832,42.104832,42.104832,42.104832,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.147072,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.193536,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24
