"country","vaccine","birth_cohort","median","iqr","mean","sd","range","quan_01","quan_05","quan_15","quan_25","quan_50","quan_75","quan_85","quan_95","quan_99"
"All","HepB-D1",2009,-7,"(-9, 1)",-2.5,"(13.12)","(-11, 147)",-11,-11,-10,-9,-7,1,3,12.6,44.2
"All","HepB-D1",2010,-9,"(-10, -7)",-6.4,"(13.86)","(-11, 102)",-11,-11,-10,-10,-9,-7,-7,-3,96
"All","HepB-D1",2011,2,"(-2, 7)",7.2,"(19.53)","(-10, 124)",-7,-5,-2,-2,2,7,12,44.5,98.6
"All","HepB-D1",2012,2,"(0, 4)",3.7,"(11.79)","(-10, 190)",-6,-2,-1,0,2,4,6,12,53.5
"All","HepB-D1",2013,2,"(0, 4)",3.7,"(10.05)","(-10, 151)",-5,-2,-1,0,2,4,6,14.3,54
"All","HepB-D1",2014,2,"(0, 3)",3.9,"(10.66)","(-11, 130)",-4.8,-2,-1,0,2,3,6,16,55
"All","HepB-D1",2015,1,"(-1, 4)",3.1,"(9.72)","(-14, 131)",-6,-4,-2,-1,1,4,6,14,53
"All","HepB-D1",2016,2,"(0, 4)",4.3,"(10.72)","(-8, 134)",-6,-3,-1,0,2,4,7,18.9,55
"All","HepB-D1",2017,2,"(0, 4)",4.5,"(11.01)","(-9, 133)",-6,-2,0,0,2,4,7,17,57
"All","HepB-D1",2018,2,"(1, 4)",4.5,"(10.09)","(-8, 121)",-5,-2,0,1,2,4,7,17,55
"All","HepB-D1",2019,2,"(0, 3)",3,"(7.36)","(-9, 111)",-4,-2,-1,0,2,3,5,11,40
"All","HepB-D1",2020,1,"(0, 3)",2.4,"(6.86)","(-8, 75)",-4,-2,-1,0,1,3,4,10,44.4
"All","HepB-D1",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-D1",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-D2",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-D2",2007,1,"(0, 4)",3.4,"(7.21)","(-2, 61)",-2,-1.6,-1,0,1,4,8,12.6,23.6
"All","HepB-D2",2008,1,"(0, 3)",3.6,"(11.78)","(-9, 178)",-2.6,-2,-1,0,1,3,5,16,53.6
"All","HepB-D2",2009,2,"(0, 7)",5.9,"(11.53)","(-10, 86)",-6,-2,-1,0,2,7,11.1,31,55.7
"All","HepB-D2",2010,2,"(0, 4)",2.7,"(4.19)","(-3, 14)",-2.8,-2.1,-0.5,0,2,4,5,10.6,13.3
"All","HepB-D2",2011,-1,"(-5, 8)",6.5,"(21.87)","(-14, 125)",-9,-6,-6,-5,-1,8,13,55,107.4
"All","HepB-D2",2012,3,"(0, 6)",4.8,"(11.37)","(-14, 144)",-8.3,-5,-1,0,3,6,9,17,55.6
"All","HepB-D2",2013,3,"(1, 6)",5.3,"(10.72)","(-17, 128)",-4,-1,0,1,3,6,8,20,56
"All","HepB-D2",2014,3,"(1, 5)",5.7,"(11.63)","(-10, 132)",-4,-1,0,1,3,5,9,24,55.9
"All","HepB-D2",2015,2,"(0, 5)",4.7,"(10.95)","(-24, 133)",-6,-3,-1,0,2,5,8,19,55
"All","HepB-D2",2016,3,"(1, 7)",5.7,"(12.31)","(-27, 119)",-21,-2,0,1,3,7,10,25,60
"All","HepB-D2",2017,3,"(2, 7)",6.4,"(11.18)","(-12, 132)",-4,-1,0,2,3,7,10,23,59
"All","HepB-D2",2018,3,"(2, 7)",6.4,"(10.92)","(-12, 140)",-3,-1,0,2,3,7,11,24,57
"All","HepB-D2",2019,2,"(1, 5)",4.4,"(8.66)","(-12, 111)",-3,-1,0,1,2,5,7,17,48.5
"All","HepB-D2",2020,2,"(0, 4)",3.6,"(7.73)","(-6, 100)",-2,-1,-1,0,2,4,7,14.6,46.6
"All","HepB-D2",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-D2",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-D3",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-D3",2007,12,"(9, 15)",14.2,"(9.29)","(2, 66)",3,5.2,8,9,12,15,18.5,29.8,57.2
"All","HepB-D3",2008,11,"(8, 14)",13.1,"(14.31)","(-10, 148)",-1,1,4,8,11,14,17,31,68.2
"All","HepB-D3",2009,4,"(1, 10)",8.8,"(14.65)","(-16, 115)",-5,-1,0,1,4,10,16,36.8,81.5
"All","HepB-D3",2010,13,"(9.5, 22.5)",18.9,"(20.26)","(4, 87)",4.1,4.7,5.4,9.5,13,22.5,24.8,45.7,78.7
"All","HepB-D3",2011,-2,"(-9, 6)",3.7,"(22.11)","(-15, 124)",-15,-11,-10,-9,-2,6,14,42.5,108.7
"All","HepB-D3",2012,4,"(1, 8)",5.9,"(11.32)","(-19, 104)",-11,-6,-1,1,4,8,12,23.8,52.8
"All","HepB-D3",2013,4,"(1, 8)",7.4,"(12.79)","(-24, 127)",-5,-1,0,1,4,8,13,28.6,63
"All","HepB-D3",2014,4,"(1.75, 8)",7.7,"(13.42)","(-15, 132)",-3.2,-1,0,1.8,4,8,13,31,63.2
"All","HepB-D3",2015,4,"(1, 8)",6.7,"(11.99)","(-15, 132)",-6,-2,0,1,4,8,12,26,57.6
"All","HepB-D3",2016,5,"(2, 10)",8.5,"(12.52)","(-16, 131)",-3,-1,1,2,5,10,15,32,60
"All","HepB-D3",2017,5,"(2, 10)",8.8,"(12.62)","(-16, 132)",-3,-1,1,2,5,10,16,31,63
"All","HepB-D3",2018,5,"(2, 11)",9,"(12.64)","(-16, 125)",-2,-1,1,2,5,11,16,33,62
"All","HepB-D3",2019,3,"(1, 7)",6.4,"(10.96)","(-15, 130)",-2.4,-1,0,1,3,7,11,25,56
"All","HepB-D3",2020,2,"(0, 5)",4.8,"(8.89)","(-4, 72)",-2,-1,0,0,2,5,8,19.7,51.1
"All","HepB-D3",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-D3",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D1",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D1",2007,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D1",2008,2,"(0, 4)",5,"(15.33)","(-8, 134)",-5,-2,-1,0,2,4,7,18.1,83.6
"All","Hib-D1",2009,2,"(0, 5)",4.8,"(10.94)","(-7, 86)",-6,-3,-1,0,2,5,9,28.1,53
"All","Hib-D1",2010,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D1",2011,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D1",2012,2,"(0, 4)",3.2,"(9.15)","(-7, 117)",-4.4,-2,-1,0,2,4,5,10,36.1
"All","Hib-D1",2013,2,"(0, 4)",3.6,"(9.91)","(-10, 115)",-5,-2,-1,0,2,4,5,14,53
"All","Hib-D1",2014,2,"(0, 3)",3.9,"(10.7)","(-11, 130)",-4,-2,-1,0,2,3,6,16,55.2
"All","Hib-D1",2015,1,"(-1, 4)",3.1,"(9.76)","(-14, 131)",-6,-4,-2,-1,1,4,6,14,53
"All","Hib-D1",2016,2,"(0, 4)",4.1,"(10.3)","(-8, 134)",-5,-2,-1,0,2,4,7,19.3,52
"All","Hib-D1",2017,2,"(0, 3)",2.9,"(7.81)","(-9, 115)",-4,-2,-1,0,2,3,5,10,43
"All","Hib-D1",2018,2,"(0, 3)",2.9,"(7.6)","(-8, 121)",-4,-2,-1,0,2,3,5,10,43.7
"All","Hib-D1",2019,1,"(0, 3)",2.5,"(6.75)","(-9, 111)",-4,-2,-1,0,1,3,4,8.6,35.2
"All","Hib-D1",2020,1,"(0, 3)",2.4,"(6.84)","(-8, 75)",-4,-2,-1,0,1,3,4,10,44.1
"All","Hib-D1",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D1",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D2",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D2",2007,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D2",2008,3,"(1, 5)",5.5,"(13.2)","(-6, 129)",-2.6,-1,0,1,3,5,8,19,55.6
"All","Hib-D2",2009,2,"(0, 7)",5.9,"(11.28)","(-10, 86)",-6,-2,-1,0,2,7,12,29.8,53.8
"All","Hib-D2",2010,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D2",2011,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D2",2012,3,"(1, 6)",5,"(9.85)","(-6, 122)",-3,-1,0,1,3,6,8.3,17,48
"All","Hib-D2",2013,3,"(1, 6)",5.3,"(10.78)","(-17, 128)",-4,-1,0,1,3,6,8,19,56
"All","Hib-D2",2014,3,"(1, 5)",5.7,"(11.68)","(-10, 132)",-4,-1,0,1,3,5,9,24,56
"All","Hib-D2",2015,2,"(0, 5)",4.9,"(10.84)","(-11, 133)",-5,-3,-1,0,2,5,8,19,55.1
"All","Hib-D2",2016,3,"(0, 6)",5.9,"(11.49)","(-9, 118)",-4,-2,0,0,3,6,10,25,57
"All","Hib-D2",2017,3,"(1, 5)",4.5,"(8.8)","(-12, 126)",-3,-1,0,1,3,5,8,15,50
"All","Hib-D2",2018,2,"(1, 5)",4.4,"(9.42)","(-9, 140)",-3,-1,0,1,2,5,7,14,51
"All","Hib-D2",2019,2,"(1, 4)",4,"(8.42)","(-11, 111)",-3,-1,0,1,2,4,6,14,48.9
"All","Hib-D2",2020,2,"(0, 4)",3.6,"(7.7)","(-6, 100)",-2,-1,-1,0,2,4,7,15,46.2
"All","Hib-D2",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D2",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D3",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D3",2007,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D3",2008,3.5,"(2, 8)",6.9,"(14.08)","(-10, 131)",-2,-1,0,2,3.5,8,10,21.7,61.4
"All","Hib-D3",2009,3,"(1, 7)",6.7,"(11.84)","(-16, 90)",-5,-2,0,1,3,7,12.4,32.6,56
"All","Hib-D3",2010,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D3",2011,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D3",2012,4,"(2, 8)",6.9,"(11.07)","(-6, 104)",-4,-1,0,2,4,8,12,23.9,54.7
"All","Hib-D3",2013,4,"(1, 8)",7.4,"(12.85)","(-16, 127)",-5,-1,0,1,4,8,13,28,63
"All","Hib-D3",2014,4,"(2, 8)",7.7,"(13.5)","(-15, 132)",-4,-1,0,2,4,8,13,31.8,63.6
"All","Hib-D3",2015,4,"(1, 8)",6.7,"(11.96)","(-20, 132)",-6,-2,0,1,4,8,12,26,57
"All","Hib-D3",2016,4,"(1, 9)",8,"(13.17)","(-12, 123)",-4,-2,0,1,4,9,14,34,61.2
"All","Hib-D3",2017,4,"(1, 8)",6.8,"(11.28)","(-11, 126)",-2,-1,0,1,4,8,12,25,59
"All","Hib-D3",2018,3,"(1, 6)",5.9,"(10.05)","(-9, 113)",-2,-1,0,1,3,6,10,20,52
"All","Hib-D3",2019,3,"(1, 6)",5.8,"(10.62)","(-12, 120)",-2,-1,0,1,3,6,10,21.1,55.6
"All","Hib-D3",2020,2,"(0, 5)",4.8,"(8.63)","(-4, 72)",-2,-1,0,0,2,5,8,19.2,51
"All","Hib-D3",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","Hib-D3",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","PCV-D1",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","PCV-D1",2007,180,"(169, 194)",160,"(67.98)","(1, 236)",1.3,2,118.3,169,180,194,202.8,214,228.5
"All","PCV-D1",2008,3,"(1, 123)",45,"(65.5)","(-8, 210)",-4,-2,0,1,3,123,139.8,159.6,194.1
"All","PCV-D1",2009,2,"(0, 9)",15.5,"(32.41)","(-11, 150)",-6,-2,-1,0,2,9,28.1,102,125.5
"All","PCV-D1",2010,3,"(1, 12.5)",16,"(28.77)","(-8, 196)",-5,-2,0,1,3,12.5,45,86,98.8
"All","PCV-D1",2011,3,"(1, 13)",12.9,"(23.68)","(-9, 141)",-3,-1.4,0,1,3,13,29.2,61.8,109.4
"All","PCV-D1",2012,3,"(1, 8)",9.9,"(17.85)","(-9, 117)",-3,-1,0,1,3,8,23,52,75.5
"All","PCV-D1",2013,2,"(0, 4)",4.6,"(10.66)","(-10, 115)",-4,-2,-1,0,2,4,7,22,55
"All","PCV-D1",2014,2,"(0, 4)",4.1,"(9.7)","(-7, 130)",-3,-2,-1,0,2,4,6,19,53
"All","PCV-D1",2015,2,"(0, 4)",4,"(9.59)","(-8, 131)",-4,-2,-1,0,2,4,6,15,51
"All","PCV-D1",2016,2,"(0, 4)",4.6,"(10.9)","(-8, 134)",-4,-2,-1,0,2,4,8,22,52
"All","PCV-D1",2017,2,"(0, 3)",2.9,"(7.99)","(-9, 115)",-4,-2,-1,0,2,3,5,10,45.7
"All","PCV-D1",2018,2,"(0, 3)",3,"(7.77)","(-8, 121)",-4,-2,-1,0,2,3,5,10,42.2
"All","PCV-D1",2019,2,"(0, 3)",2.9,"(7.49)","(-8, 114)",-3,-1,-1,0,2,3,5,11,38.9
"All","PCV-D1",2020,1,"(0, 3)",3,"(8.19)","(-7, 101)",-3,-2,-1,0,1,3,5,13,48.1
"All","PCV-D1",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","PCV-D1",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","PCV-D2",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","PCV-D2",2007,4,"(2, 6.75)",22,"(45.14)","(1, 114)",1,1.2,1.8,2,4,6.8,33.8,87.2,108.7
"All","PCV-D2",2008,3,"(1, 5)",8.9,"(25.94)","(-6, 194)",-3.4,-1,0,1,3,5,9,38.1,129
"All","PCV-D2",2009,3,"(1, 8)",8.5,"(19.8)","(-10, 199)",-6,-2,0,1,3,8,13.8,36.9,95.7
"All","PCV-D2",2010,5,"(2, 13)",15.3,"(25.27)","(-4, 201)",-3,-1,0,2,5,13,39,66,106.9
"All","PCV-D2",2011,4,"(2, 10)",9.9,"(16.05)","(-10, 108)",-3,-1,0,2,4,10,18,49.6,78.5
"All","PCV-D2",2012,3,"(1, 7)",7.1,"(12.16)","(-5, 122)",-2,-1,0,1,3,7,12,28,56
"All","PCV-D2",2013,3,"(1, 6)",6.2,"(11.73)","(-10, 139)",-4,-1,0,1,3,6,10,26,57
"All","PCV-D2",2014,3,"(1, 6)",5.8,"(10.55)","(-6, 118)",-3,-1,0,1,3,6,9,27.6,54
"All","PCV-D2",2015,3,"(1, 6)",5.6,"(10.2)","(-11, 133)",-3,-1,0,1,3,6,9,21,53
"All","PCV-D2",2016,3,"(1, 7)",6.4,"(12.04)","(-11, 118)",-4,-2,0,1,3,7,12,28,58
"All","PCV-D2",2017,3,"(1, 5)",4.5,"(8.75)","(-12, 126)",-3,-1,0,1,3,5,8,15,49.3
"All","PCV-D2",2018,2,"(0, 4)",3.6,"(9.2)","(-9, 140)",-5,-3,-1,0,2,4,7,16,46.4
"All","PCV-D2",2019,2,"(0, 4)",3.5,"(8.34)","(-15, 107)",-5,-3,-1,0,2,4,6,16.1,42.6
"All","PCV-D2",2020,2,"(0, 4)",4.3,"(8.92)","(-7, 100)",-3,-1,-1,0,2,4,8,18.8,48.9
"All","PCV-D2",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","PCV-D2",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","PCV-D3",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","PCV-D3",2007,7,"(6, 54)",36.4,"(48.41)","(1, 114)",1.2,2,4,6,7,54,78,102,111.6
"All","PCV-D3",2008,3,"(1, 7)",8.8,"(23.15)","(-10, 198)",-2,-1,0,1,3,7,10,29.9,125.4
"All","PCV-D3",2009,4,"(1, 9)",9.3,"(18.77)","(-16, 199)",-5.9,-2,0,1,4,9,17.8,43,76.6
"All","PCV-D3",2010,6,"(2, 18)",16.5,"(23.89)","(-7, 124)",-3,-1,1,2,6,18,40.8,70.2,104
"All","PCV-D3",2011,6,"(3, 16)",13.1,"(17.49)","(-11, 114)",-3,-1,1,3,6,16,26,55,78.2
"All","PCV-D3",2012,4,"(2, 8)",7.6,"(12.54)","(-5, 107)",-3,-1,1,2,4,8,12,27,60
"All","PCV-D3",2013,4,"(2, 9)",8.3,"(13.59)","(-23, 127)",-4,-1,0,2,4,9,15,33,63.6
"All","PCV-D3",2014,4,"(2, 8)",7.9,"(12.46)","(-12, 105)",-2,-1,1,2,4,8,13.8,32,57.8
"All","PCV-D3",2015,5,"(2, 10)",8.4,"(12.44)","(-28, 132)",-5,-1,1,2,5,10,16,29.4,59
"All","PCV-D3",2016,4,"(1, 10)",7.3,"(15.27)","(-45, 128)",-26,-4,0,1,4,10,16,34,66
"All","PCV-D3",2017,4,"(1, 8)",6.7,"(10.78)","(-9, 110)",-2,-1,0,1,4,8,12,25,59
"All","PCV-D3",2018,2,"(-1, 5)",1.3,"(14.18)","(-27, 113)",-23,-22,-17,-1,2,5,9,20,53.8
"All","PCV-D3",2019,2,"(-1, 5)",2,"(14.42)","(-26, 122)",-23,-21,-16,-1,2,5,9,24.8,55
"All","PCV-D3",2020,2,"(0, 6)",5.6,"(10)","(-5, 91)",-2,-1,0,0,2,6,11,25,52
"All","PCV-D3",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","PCV-D3",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D1",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D1",2007,12,"(2, 25)",19,"(28.98)","(-2, 148)",-2,-1.8,0,2,12,25,31.4,69.6,132.6
"All","RV-D1",2008,3,"(0, 15)",15.1,"(28.03)","(-10, 211)",-2.4,-2,0,0,3,15,43,64,141.5
"All","RV-D1",2009,1,"(0, 5)",8.4,"(19.82)","(-11, 203)",-4,-2,-1,0,1,5,13,47,90.1
"All","RV-D1",2010,2,"(0, 7)",9.7,"(19.19)","(-11, 161)",-3,-2,-1,0,2,7,42,48,78
"All","RV-D1",2011,2,"(0, 5)",8.1,"(16.78)","(-10, 133)",-2,-2,-1,0,2,5,12,46,74.9
"All","RV-D1",2012,1.5,"(0, 4)",3,"(7.42)","(-9, 105)",-2,-2,-1,0,1.5,4,5,11,34.1
"All","RV-D1",2013,2,"(0, 4)",4,"(10.28)","(-9, 115)",-4,-2,-1,0,2,4,6,16,55
"All","RV-D1",2014,2,"(0, 3)",4.2,"(11.45)","(-10, 140)",-4,-2,-1,0,2,3,6,16,56
"All","RV-D1",2015,-1,"(-3, 2)",2,"(11.14)","(-14, 135)",-7,-5,-4,-3,-1,2,5,17,53.4
"All","RV-D1",2016,2,"(0, 4)",5.2,"(12.15)","(-8, 113)",-5,-2,-1,0,2,4,8,30.9,58.6
"All","RV-D1",2017,2,"(0, 4)",5.7,"(13.86)","(-9, 136)",-5,-2,0,0,2,4,7,34,70.3
"All","RV-D1",2018,2,"(1, 5)",5.1,"(10.93)","(-8, 121)",-4,-2,0,1,2,5,7,21,56
"All","RV-D1",2019,2,"(0, 4)",3.4,"(8.42)","(-8, 117)",-3,-2,-1,0,2,4,5,13,44
"All","RV-D1",2020,1,"(-1, 2)",1.7,"(6.58)","(-7, 54)",-3,-2,-1,-1,1,2,3,6,44.5
"All","RV-D1",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D1",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D2",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D2",2007,11,"(2, 25)",20.8,"(36.46)","(-1, 197)",-1,-1,1,2,11,25,27,55.5,167.9
"All","RV-D2",2008,3,"(1, 8)",7.7,"(16.04)","(-8, 193)",-2,-1,0,1,3,8,13,35.9,76.9
"All","RV-D2",2009,2,"(1, 5)",4.4,"(9.58)","(-10, 119)",-3,-1,0,1,2,5,7,15,53.7
"All","RV-D2",2010,2,"(1, 6)",4.4,"(7.97)","(-9, 129)",-2,-1,0,1,2,6,8,14,40.9
"All","RV-D2",2011,3,"(1, 6)",5.1,"(8.97)","(-7, 158)",-2,-1,0,1,3,6,9,15.5,40.7
"All","RV-D2",2012,3,"(1, 5)",4.5,"(7.73)","(-6, 108)",-2,-1,0,1,3,5,8,15,42
"All","RV-D2",2013,3,"(1, 6)",6.1,"(12.19)","(-10, 114)",-3,-1,0,1,3,6,9,23,59.5
"All","RV-D2",2014,3,"(1, 5)",5.7,"(12.13)","(-6, 112)",-3,-1,0,1,3,5,9,22,63.5
"All","RV-D2",2015,0,"(-2, 4)",3.4,"(11.83)","(-11, 119)",-6,-4,-3,-2,0,4,7,21,55
"All","RV-D2",2016,3,"(1, 7)",7.2,"(14.22)","(-9, 117)",-4,-2,0,1,3,7,11,35,73
"All","RV-D2",2017,3,"(1, 7)",7.2,"(15.03)","(-12, 136)",-3,-1,0,1,3,7,10,32,76
"All","RV-D2",2018,4,"(2, 7)",6.7,"(11.79)","(-12, 140)",-3,-1,0,2,4,7,11,24,62
"All","RV-D2",2019,2,"(1, 5)",4.6,"(9.09)","(-12, 109)",-3,-1,0,1,2,5,8,17,53.8
"All","RV-D2",2020,1,"(0, 3)",2.4,"(6.61)","(-6, 72)",-3,-2,-1,0,1,3,4,9,39
"All","RV-D2",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D2",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D3",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D3",2007,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D3",2008,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D3",2009,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D3",2010,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D3",2011,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D3",2012,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D3",2013,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D3",2014,0,"(-2, 6)",5.2,"(14.08)","(-6, 58)",-6,-6,-2,-2,0,6,9.8,36.8,54.6
"All","RV-D3",2015,0,"(-2, 6)",4.1,"(12)","(-10, 122)",-6,-4,-4,-2,0,6,10,25,54.6
"All","RV-D3",2016,5,"(3, 12)",10.4,"(15.09)","(-12, 112)",-4,0,1,3,5,12,18,44,69.3
"All","RV-D3",2017,5,"(2.25, 10)",9.2,"(14.73)","(-15, 132)",-3.6,0,1,2.2,5,10,15,33,81.6
"All","RV-D3",2018,5,"(3, 11)",9,"(12.4)","(-13, 121)",-3,-0.8,1,3,5,11,16,31,61
"All","RV-D3",2019,5,"(2, 9)",7.9,"(10.73)","(-9, 124)",-2,0,1,2,5,9,14,27,56.8
"All","RV-D3",2020,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D3",2021,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","RV-D3",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
