"country","vaccine","vax_week_1","vax_week_2","vax_week_3","vax_week_4","vax_week_5","vax_week_6","vax_week_7","vax_week_8","vax_week_9","vax_week_10","vax_week_11","vax_week_12","vax_week_13","vax_week_14","vax_week_15","vax_week_16","vax_week_17","vax_week_18","vax_week_19","vax_week_20","vax_week_21","vax_week_22","vax_week_23","vax_week_24","vax_week_25","vax_week_26","vax_week_27","vax_week_28","vax_week_29","vax_week_30","vax_week_31","vax_week_32","vax_week_33","vax_week_34","vax_week_35","vax_week_36","vax_week_37","vax_week_38","vax_week_39","vax_week_40","vax_week_41","vax_week_42","vax_week_43","vax_week_44","vax_week_45","vax_week_46","vax_week_47","vax_week_48","vax_week_49","vax_week_50","vax_week_51","vax_week_52","vax_week_53","vax_week_54","vax_week_55","vax_week_56","vax_week_57","vax_week_58","vax_week_59","vax_week_60","vax_week_61","vax_week_62","vax_week_63","vax_week_64","vax_week_65","vax_week_66","vax_week_67","vax_week_68","vax_week_69","vax_week_70","vax_week_71","vax_week_72","vax_week_73","vax_week_74","vax_week_75","vax_week_76","vax_week_77","vax_week_78","vax_week_79","vax_week_80","vax_week_81","vax_week_82","vax_week_83","vax_week_84","vax_week_85","vax_week_86","vax_week_87","vax_week_88","vax_week_89","vax_week_90","vax_week_91","vax_week_92","vax_week_93","vax_week_94","vax_week_95","vax_week_96","vax_week_97","vax_week_98","vax_week_99","vax_week_100","vax_week_101","vax_week_102","vax_week_103","vax_week_104","vax_week_105","vax_week_106","vax_week_107","vax_week_108","vax_week_109","vax_week_110","vax_week_111","vax_week_112","vax_week_113","vax_week_114","vax_week_115","vax_week_116","vax_week_117","vax_week_118","vax_week_119","vax_week_120","vax_week_121","vax_week_122","vax_week_123","vax_week_124","vax_week_125","vax_week_126","vax_week_127","vax_week_128","vax_week_129","vax_week_130","vax_week_131","vax_week_132","vax_week_133","vax_week_134","vax_week_135","vax_week_136","vax_week_137","vax_week_138","vax_week_139","vax_week_140","vax_week_141","vax_week_142","vax_week_143","vax_week_144","vax_week_145","vax_week_146","vax_week_147","vax_week_148","vax_week_149","vax_week_150","vax_week_151","vax_week_152","vax_week_153","vax_week_154","vax_week_155","vax_week_156","vax_week_157","vax_week_158","vax_week_159","vax_week_160","vax_week_161","vax_week_162","vax_week_163","vax_week_164","vax_week_165","vax_week_166","vax_week_167","vax_week_168","vax_week_169","vax_week_170","vax_week_171","vax_week_172","vax_week_173","vax_week_174","vax_week_175","vax_week_176","vax_week_177","vax_week_178","vax_week_179","vax_week_180","vax_week_181","vax_week_182","vax_week_183","vax_week_184","vax_week_185","vax_week_186","vax_week_187","vax_week_188","vax_week_189","vax_week_190","vax_week_191","vax_week_192","vax_week_193","vax_week_194","vax_week_195","vax_week_196","vax_week_197","vax_week_198","vax_week_199","vax_week_200","vax_week_201","vax_week_202","vax_week_203","vax_week_204","vax_week_205","vax_week_206","vax_week_207","vax_week_208","vax_week_209","vax_week_210","vax_week_211","vax_week_212","vax_week_213","vax_week_214","vax_week_215","vax_week_216","vax_week_217","vax_week_218","vax_week_219","vax_week_220","vax_week_221","vax_week_222","vax_week_223","vax_week_224","vax_week_225","vax_week_226","vax_week_227","vax_week_228","vax_week_229","vax_week_230","vax_week_231","vax_week_232","vax_week_233","vax_week_234","vax_week_235","vax_week_236","vax_week_237","vax_week_238","vax_week_239","vax_week_240","vax_week_241","vax_week_242","vax_week_243","vax_week_244","vax_week_245","vax_week_246","vax_week_247","vax_week_248","vax_week_249","vax_week_250","vax_week_251","vax_week_252","vax_week_253","vax_week_254","vax_week_255","vax_week_256","vax_week_257","vax_week_258","vax_week_259","vax_week_260"
"Egypt","DTP-D2",0,0,0,0,0.019746,0.019746,0.177714,0.256698,0.444285,0.543015,0.809586,1.08603,1.313109,1.87587,5.420277,19.370826,39.738825,58.625874,75.952989,85.134879,89.567856,91.838646,93.309723,94.356261,95.146101,95.886576,96.449337,96.933114,97.100955,97.318161,97.436637,97.505748,97.54524,97.624224,97.683462,97.7427,97.762446,97.762446,97.821684,97.84143,97.861176,97.861176,97.861176,97.861176,97.880922,97.880922,97.880922,97.880922,97.880922,97.900668,97.900668,97.900668,97.900668,97.900668,97.900668,97.920414,97.94016,97.94016,97.969779,97.989525,98.009271,98.048763,98.088255,98.088255,98.108001,98.108001,98.127747,98.246223,98.344953,98.463429,98.552286,98.651016,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.670762,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.690508,98.710254,98.710254,98.710254,98.710254,98.710254,98.710254,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73
"Egypt","DTP-D3",0,0,0,0,0,0,0,0,0,0.01954,0.01954,0.01954,0.01954,0.01954,0.01954,0.11724,0.27356,0.38103,0.42011,0.61551,0.79137,1.13332,1.77814,7.75738,22.21698,40.27194,58.08265,73.52902,81.4818,86.65013,88.907,90.96847,91.99432,92.74661,93.32304,93.82131,94.29027,94.65176,95.09141,95.46267,95.67761,95.90232,96.05864,96.11726,96.21496,96.27358,96.31266,96.3322,96.37128,96.41036,96.44944,96.46898,96.46898,96.5276,96.56668,96.56668,96.56668,96.59599,96.61553,96.61553,96.61553,96.61553,96.61553,96.61553,96.61553,96.61553,96.61553,96.65461,96.67415,96.67415,96.69369,96.71323,96.75231,96.77185,96.77185,96.81093,96.92817,97.06495,97.29943,97.38736,97.48506,97.58276,97.58276,97.58276,97.58276,97.58276,97.58276,97.58276,97.58276,97.58276,97.6023,97.6023,97.6023,97.62184,97.62184,97.62184,97.62184,97.62184,97.62184,97.62184,97.62184,97.62184,97.62184,97.62184,97.62184,97.62184,97.62184,97.62184,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.64138,97.66092,97.66092,97.68046,97.68046,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7
"Egypt","OPV-BD",51.822496,72.472862,81.290924,86.205449,88.321035,90.193235,90.829783,91.382082,91.850132,92.196489,92.48668,92.570929,92.599012,92.655178,92.683261,92.683261,92.711344,92.711344,92.711344,92.76751,92.76751,92.76751,92.804954,92.804954,92.804954,92.804954,92.804954,92.804954,92.804954,92.833037,92.833037,92.833037,92.833037,92.833037,92.833037,92.833037,92.86112,92.86112,92.889203,92.917286,92.945369,92.945369,92.973452,92.973452,93.001535,93.001535,93.029618,93.029618,93.029618,93.029618,93.057701,93.179394,93.319809,93.404058,93.469585,93.497668,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.525751,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.553834,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61,93.61
"Egypt","OPV-D1",0.31856,0.3982,0.627165,0.846175,1.164735,3.1856,16.455615,37.78918,58.744455,77.658955,89.445675,93.25844,94.841285,95.717325,96.294715,96.772555,97.22053,97.61873,97.89747,98.13639,98.186165,98.29567,98.33549,98.405175,98.47486,98.51468,98.544545,98.564455,98.584365,98.604275,98.604275,98.604275,98.604275,98.604275,98.61423,98.61423,98.63414,98.65405,98.65405,98.65405,98.65405,98.65405,98.65405,98.65405,98.65405,98.65405,98.69387,98.69387,98.69387,98.703825,98.723735,98.763555,98.79342,98.79342,98.81333,98.81333,98.83324,98.87306,98.942745,99.102025,99.19162,99.3509,99.41063,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.460405,99.480315,99.480315,99.480315,99.480315,99.480315,99.480315,99.480315,99.480315,99.480315,99.480315,99.480315,99.480315,99.480315,99.480315,99.480315,99.500225,99.51018,99.51018,99.51018,99.51018,99.51018,99.51018,99.51018,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.53009,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55
"Egypt","OPV-D2",0,0,0,0,0.019862,0.039724,0.148965,0.268137,0.466757,0.575998,0.814342,1.082479,1.330754,1.946476,5.581222,19.772621,40.02193,59.248346,76.647458,85.823702,90.203273,92.487403,93.996915,95.059532,95.794426,96.449872,97.02587,97.433041,97.631661,97.850143,97.959384,98.028901,98.048763,98.11828,98.207659,98.287107,98.297038,98.297038,98.356624,98.376486,98.406279,98.406279,98.406279,98.406279,98.426141,98.426141,98.426141,98.426141,98.426141,98.446003,98.446003,98.446003,98.465865,98.465865,98.465865,98.485727,98.495658,98.495658,98.535382,98.555244,98.575106,98.585037,98.624761,98.624761,98.644623,98.644623,98.664485,98.783657,98.863105,98.982277,99.11138,99.220621,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.240483,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.260345,99.270276,99.270276,99.290138,99.290138,99.290138,99.290138,99.290138,99.290138,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31
"Egypt","OPV-D3",0,0.019724,0.019724,0.019724,0.019724,0.019724,0.019724,0.019724,0.019724,0.039448,0.039448,0.039448,0.039448,0.039448,0.088758,0.216964,0.404342,0.59172,0.660754,0.867856,1.065096,1.439852,2.140054,8.244632,22.58398,40.907576,59.241034,75.276646,83.156384,88.333934,90.612056,92.732386,93.73831,94.438512,94.97106,95.41485,95.838916,96.075604,96.391188,96.687048,96.874426,97.032218,97.150562,97.199872,97.278768,97.308354,97.347802,97.367526,97.38725,97.406974,97.446422,97.456284,97.456284,97.515456,97.554904,97.554904,97.554904,97.574628,97.58449,97.58449,97.58449,97.58449,97.58449,97.58449,97.58449,97.58449,97.58449,97.623938,97.643662,97.643662,97.663386,97.663386,97.68311,97.702834,97.702834,97.722558,97.83104,97.939522,98.215658,98.32414,98.412898,98.531242,98.531242,98.531242,98.531242,98.531242,98.531242,98.531242,98.531242,98.531242,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.550966,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.560828,98.600276,98.600276,98.600276,98.600276,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62
"Egypt","IPV-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","MCV-D1",0.238925,0.28671,0.334495,0.334495,0.363166,0.363166,0.38228,0.38228,0.487407,0.535192,0.554306,0.582977,0.582977,0.582977,0.582977,0.630762,0.649876,0.649876,0.678547,0.774117,0.869687,0.869687,0.917472,0.946143,1.108612,1.232853,1.452664,1.519563,1.691589,1.758488,1.806273,1.882729,2.054755,2.265009,2.38925,2.847986,4.147738,6.97661,10.646498,13.85765,16.05576,16.992346,17.670893,18.148743,18.511909,18.664821,18.903746,19.458052,19.869003,23.653575,33.774438,48.090824,61.919803,74.64017,80.919119,84.340525,86.376166,87.895729,88.8801,89.291051,89.606432,89.845357,89.998269,90.112953,90.332764,90.476119,90.571689,90.60036,90.619474,90.667259,90.715044,90.743715,90.7915,90.810614,90.915741,91.030425,91.565617,92.186822,92.741128,93.27632,93.543916,93.6586,93.763727,93.830626,93.830626,93.907082,93.926196,93.973981,94.002652,94.146007,94.193792,94.270248,94.337147,94.365818,94.365818,94.384932,94.480502,94.480502,94.509173,94.528287,94.528287,94.576072,94.681199,94.795883,95.015694,95.206834,95.235505,95.28329,95.28329,95.350189,95.37886,95.397974,95.397974,95.397974,95.397974,95.426645,95.426645,95.426645,95.426645,95.426645,95.426645,95.426645,95.426645,95.426645,95.426645,95.445759,95.445759,95.47443,95.47443,95.47443,95.47443,95.47443,95.47443,95.47443,95.493544,95.493544,95.522215,95.522215,95.522215,95.522215,95.522215,95.522215,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.541329,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57,95.57
"Egypt","MCV-D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027636,0.027636,0.027636,0.027636,0.027636,0.089817,0.117453,0.20727,0.234906,0.234906,0.269451,0.269451,0.297087,0.297087,0.324723,0.324723,0.352359,0.386904,0.386904,0.41454,0.41454,0.41454,0.442176,0.442176,0.442176,0.442176,0.469812,0.531993,0.531993,0.62181,0.766899,0.884352,1.215984,1.568343,1.747977,1.920702,1.982883,2.100336,2.127972,2.127972,2.127972,2.190153,2.245425,2.245425,2.27997,2.307606,2.335242,2.425059,2.570148,2.659965,2.777418,2.984688,3.343956,3.668679,4.670484,7.130088,14.909622,26.765466,38.538402,50.249157,56.253078,59.804304,62.022093,63.763161,64.861692,65.448957,65.746044,66.070767,66.367854,66.485307,66.664941,66.989664,67.134753,67.134753,67.196934,67.376568,67.404204,67.404204,67.43184,67.521657,67.583838,67.583838,67.611474,67.728927,67.84638,67.936197,68.081286,68.143467,68.143467,68.205648,68.205648,68.205648,68.233284,68.26092,68.26092,68.26092,68.26092,68.26092,68.26092,68.26092,68.288556,68.323101,68.323101,68.350737,68.350737,68.378373,68.378373,68.378373,68.412918,68.530371,68.67546,68.792913,68.910366,68.944911,68.972547,69.000183,69.000183,69.000183,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.027819,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.062364,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09
"Egypt","HepB-BD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","HepB-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
