"country","vaccine","vax_week_1","vax_week_2","vax_week_3","vax_week_4","vax_week_5","vax_week_6","vax_week_7","vax_week_8","vax_week_9","vax_week_10","vax_week_11","vax_week_12","vax_week_13","vax_week_14","vax_week_15","vax_week_16","vax_week_17","vax_week_18","vax_week_19","vax_week_20","vax_week_21","vax_week_22","vax_week_23","vax_week_24","vax_week_25","vax_week_26","vax_week_27","vax_week_28","vax_week_29","vax_week_30","vax_week_31","vax_week_32","vax_week_33","vax_week_34","vax_week_35","vax_week_36","vax_week_37","vax_week_38","vax_week_39","vax_week_40","vax_week_41","vax_week_42","vax_week_43","vax_week_44","vax_week_45","vax_week_46","vax_week_47","vax_week_48","vax_week_49","vax_week_50","vax_week_51","vax_week_52","vax_week_53","vax_week_54","vax_week_55","vax_week_56","vax_week_57","vax_week_58","vax_week_59","vax_week_60","vax_week_61","vax_week_62","vax_week_63","vax_week_64","vax_week_65","vax_week_66","vax_week_67","vax_week_68","vax_week_69","vax_week_70","vax_week_71","vax_week_72","vax_week_73","vax_week_74","vax_week_75","vax_week_76","vax_week_77","vax_week_78","vax_week_79","vax_week_80","vax_week_81","vax_week_82","vax_week_83","vax_week_84","vax_week_85","vax_week_86","vax_week_87","vax_week_88","vax_week_89","vax_week_90","vax_week_91","vax_week_92","vax_week_93","vax_week_94","vax_week_95","vax_week_96","vax_week_97","vax_week_98","vax_week_99","vax_week_100","vax_week_101","vax_week_102","vax_week_103","vax_week_104","vax_week_105","vax_week_106","vax_week_107","vax_week_108","vax_week_109","vax_week_110","vax_week_111","vax_week_112","vax_week_113","vax_week_114","vax_week_115","vax_week_116","vax_week_117","vax_week_118","vax_week_119","vax_week_120","vax_week_121","vax_week_122","vax_week_123","vax_week_124","vax_week_125","vax_week_126","vax_week_127","vax_week_128","vax_week_129","vax_week_130","vax_week_131","vax_week_132","vax_week_133","vax_week_134","vax_week_135","vax_week_136","vax_week_137","vax_week_138","vax_week_139","vax_week_140","vax_week_141","vax_week_142","vax_week_143","vax_week_144","vax_week_145","vax_week_146","vax_week_147","vax_week_148","vax_week_149","vax_week_150","vax_week_151","vax_week_152","vax_week_153","vax_week_154","vax_week_155","vax_week_156","vax_week_157","vax_week_158","vax_week_159","vax_week_160","vax_week_161","vax_week_162","vax_week_163","vax_week_164","vax_week_165","vax_week_166","vax_week_167","vax_week_168","vax_week_169","vax_week_170","vax_week_171","vax_week_172","vax_week_173","vax_week_174","vax_week_175","vax_week_176","vax_week_177","vax_week_178","vax_week_179","vax_week_180","vax_week_181","vax_week_182","vax_week_183","vax_week_184","vax_week_185","vax_week_186","vax_week_187","vax_week_188","vax_week_189","vax_week_190","vax_week_191","vax_week_192","vax_week_193","vax_week_194","vax_week_195","vax_week_196","vax_week_197","vax_week_198","vax_week_199","vax_week_200","vax_week_201","vax_week_202","vax_week_203","vax_week_204","vax_week_205","vax_week_206","vax_week_207","vax_week_208","vax_week_209","vax_week_210","vax_week_211","vax_week_212","vax_week_213","vax_week_214","vax_week_215","vax_week_216","vax_week_217","vax_week_218","vax_week_219","vax_week_220","vax_week_221","vax_week_222","vax_week_223","vax_week_224","vax_week_225","vax_week_226","vax_week_227","vax_week_228","vax_week_229","vax_week_230","vax_week_231","vax_week_232","vax_week_233","vax_week_234","vax_week_235","vax_week_236","vax_week_237","vax_week_238","vax_week_239","vax_week_240","vax_week_241","vax_week_242","vax_week_243","vax_week_244","vax_week_245","vax_week_246","vax_week_247","vax_week_248","vax_week_249","vax_week_250","vax_week_251","vax_week_252","vax_week_253","vax_week_254","vax_week_255","vax_week_256","vax_week_257","vax_week_258","vax_week_259","vax_week_260"
"Jordan","HepB-D3",0.035512,0.035512,0.035512,0.035512,0.035512,0.035512,0.035512,0.035512,0.035512,0.035512,0.062146,0.195316,0.363998,0.66585,1.091994,3.577834,7.94581,15.057088,24.19255,34.384494,44.869412,52.451224,59.429332,64.392134,68.49377,71.24595,73.456572,75.214416,77.167576,78.490398,79.68005,80.541216,81.038384,81.695356,82.361206,83.018178,83.417688,83.914856,84.278854,84.509682,84.713876,84.838168,85.175532,85.504018,85.699334,85.832504,86.036698,86.196502,86.267526,86.498354,86.596012,86.658158,86.729182,86.862352,86.96001,86.995522,87.09318,87.09318,87.128692,87.128692,87.155326,87.261862,87.261862,87.261862,87.261862,87.261862,87.324008,87.421666,87.519324,87.652494,87.750152,87.954346,88.052004,88.149662,88.220686,88.318344,88.38049,88.38049,88.416002,88.416002,88.478148,88.51366,88.549172,88.549172,88.549172,88.549172,88.549172,88.584684,88.584684,88.584684,88.611318,88.611318,88.611318,88.611318,88.611318,88.611318,88.611318,88.611318,88.611318,88.611318,88.682342,88.682342,88.682342,88.682342,88.682342,88.682342,88.682342,88.682342,88.682342,88.682342,88.682342,88.682342,88.682342,88.682342,88.682342,88.682342,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.744488,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.78
"Jordan","Hib-D1",0.166122,0.267641,0.433763,0.572198,1.042877,1.310518,6.395697,15.929254,28.79448,43.044056,57.533586,67.768547,74.57032,79.590896,82.793359,84.842197,86.392669,87.30634,88.04466,88.312301,88.589171,88.78298,89.05985,89.225972,89.530529,89.595132,89.595132,89.696651,89.733567,89.835086,89.835086,89.899689,89.964292,90.028895,90.130414,90.16733,90.204246,90.231933,90.231933,90.305765,90.370368,90.370368,90.407284,90.434971,90.471887,90.508803,90.53649,90.53649,90.53649,90.573406,90.674925,90.674925,90.702612,90.702612,90.739528,90.739528,90.776444,90.776444,90.877963,90.979482,91.108688,91.413245,91.450161,91.680886,91.754718,91.782405,91.782405,91.782405,91.819321,91.92084,91.92084,91.957756,91.957756,91.985443,91.985443,92.050046,92.050046,92.086962,92.123878,92.151565,92.151565,92.151565,92.151565,92.151565,92.151565,92.188481,92.188481,92.188481,92.188481,92.188481,92.225397,92.225397,92.225397,92.225397,92.225397,92.225397,92.225397,92.225397,92.225397,92.225397,92.225397,92.225397,92.225397,92.225397,92.225397,92.225397,92.253084,92.253084,92.253084,92.253084,92.253084,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29,92.29
"Jordan","Hib-D2",0,0,0,0,0,0.03616,0.1356,0.29832,0.53336,0.73224,2.52216,6.80712,15.51264,26.23408,38.6912,50.67824,59.8448,66.92312,72.60024,75.65576,78.44008,80.20288,81.66736,83.1228,84.0268,84.72288,85.1568,85.75344,86.21448,86.61224,86.88344,87.04616,87.1456,87.34448,87.48008,87.57952,87.6428,87.7784,87.90496,88.0044,88.04056,88.14,88.17616,88.17616,88.2756,88.31176,88.37504,88.51064,88.57392,88.57392,88.6372,88.70952,88.70952,88.70952,88.70952,88.73664,88.73664,88.7728,88.7728,88.7728,88.7728,88.80896,88.87224,88.97168,89.00784,89.20672,89.36944,89.43272,89.70392,89.7672,89.83952,89.9028,89.9028,89.93896,89.93896,90.00224,90.00224,90.00224,90.0384,90.0384,90.0384,90.0384,90.06552,90.10168,90.10168,90.13784,90.13784,90.13784,90.16496,90.16496,90.23728,90.23728,90.23728,90.2644,90.2644,90.2644,90.2644,90.2644,90.2644,90.2644,90.2644,90.2644,90.2644,90.2644,90.2644,90.2644,90.2644,90.2644,90.2644,90.30056,90.30056,90.33672,90.36384,90.36384,90.36384,90.36384,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4
"Jordan","Hib-D3",0.03558,0.062265,0.062265,0.062265,0.062265,0.062265,0.062265,0.097845,0.097845,0.097845,0.133425,0.26685,0.42696,0.72939,1.129665,3.57579,7.98771,15.077025,24.149925,34.485915,44.95533,52.578345,59.5965,64.533225,68.678295,71.42685,73.677285,75.402915,77.35092,78.676275,79.903785,80.7666,81.22914,81.896265,82.554495,83.22162,83.586315,84.11112,84.475815,84.707085,84.91167,85.045095,85.400895,85.738905,85.934595,86.06802,86.237025,86.397135,86.468295,86.699565,86.79741,86.859675,86.930835,87.06426,87.162105,87.197685,87.29553,87.29553,87.33111,87.33111,87.357795,87.45564,87.45564,87.45564,87.45564,87.45564,87.5268,87.624645,87.72249,87.891495,87.98934,88.18503,88.29177,88.389615,88.4163,88.52304,88.585305,88.585305,88.620885,88.620885,88.68315,88.71873,88.71873,88.71873,88.71873,88.71873,88.71873,88.75431,88.75431,88.75431,88.780995,88.780995,88.780995,88.780995,88.780995,88.780995,88.780995,88.780995,88.780995,88.780995,88.852155,88.852155,88.852155,88.852155,88.852155,88.852155,88.852155,88.852155,88.852155,88.852155,88.852155,88.852155,88.852155,88.852155,88.852155,88.852155,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.91442,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95
"Jordan","PCV-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan","PCV-D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan","PCV-D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan","RV-D1",0.166915,0.237195,0.40411,0.50953,0.98392,1.221115,5.99137,15.05749,27.54976,41.315855,55.090735,64.701525,71.202425,76.00782,78.915655,80.90985,82.36816,83.24666,83.923105,84.1603,84.432635,84.63469,84.907025,85.07394,85.311135,85.381415,85.381415,85.416555,85.451695,85.54833,85.54833,85.58347,85.65375,85.715245,85.820665,85.855805,85.890945,85.9173,85.9173,85.98758,86.05786,86.05786,86.093,86.12814,86.154495,86.189635,86.224775,86.224775,86.224775,86.259915,86.330195,86.330195,86.365335,86.365335,86.39169,86.39169,86.42683,86.42683,86.53225,86.628885,86.734305,87.068135,87.103275,87.34047,87.41075,87.44589,87.44589,87.44589,87.48103,87.542525,87.542525,87.612805,87.612805,87.647945,87.647945,87.718225,87.718225,87.74458,87.74458,87.74458,87.74458,87.74458,87.74458,87.74458,87.74458,87.74458,87.74458,87.74458,87.74458,87.74458,87.77972,87.77972,87.77972,87.77972,87.77972,87.77972,87.77972,87.77972,87.77972,87.77972,87.77972,87.77972,87.77972,87.77972,87.77972,87.77972,87.81486,87.81486,87.81486,87.81486,87.81486,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85
"Jordan","RV-D2",0,0,0,0,0.034416,0.068832,0.163476,0.335556,0.533448,0.73134,2.53818,6.547644,15.134436,25.287156,37.306944,48.500748,57.483324,64.0998,69.442884,72.282204,74.98386,76.653036,78.021072,79.389108,80.292528,80.929224,81.368028,81.99612,82.46934,82.796292,83.002788,83.166264,83.235096,83.398572,83.50182,83.605068,83.665296,83.80296,83.871792,83.966436,84.000852,84.069684,84.1041,84.1041,84.198744,84.23316,84.301992,84.40524,84.474072,84.474072,84.499884,84.568716,84.568716,84.568716,84.568716,84.603132,84.603132,84.637548,84.637548,84.637548,84.637548,84.671964,84.70638,84.801024,84.83544,85.00752,85.170996,85.239828,85.472136,85.540968,85.6098,85.670028,85.670028,85.704444,85.704444,85.773276,85.773276,85.773276,85.807692,85.807692,85.807692,85.807692,85.842108,85.842108,85.842108,85.876524,85.876524,85.876524,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.902336,85.936752,85.936752,85.971168,86.005584,86.005584,86.005584,86.005584,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04,86.04
"Jordan","RV-D3",0.033916,0.033916,0.033916,0.033916,0.033916,0.033916,0.033916,0.033916,0.033916,0.033916,0.067832,0.237412,0.398513,0.737673,1.10227,3.467911,7.707411,14.685628,23.495309,33.271596,43.344648,50.45005,57.131502,61.769515,65.771603,68.408572,70.570717,72.274996,74.114939,75.446142,76.582328,77.41327,77.845699,78.413792,79.015801,79.651726,80.016323,80.448752,80.787912,81.050761,81.220341,81.356005,81.618854,81.924098,82.119115,82.220863,82.390443,82.517628,82.58546,82.822872,82.890704,82.958536,82.983973,83.051805,83.119637,83.153553,83.255301,83.255301,83.255301,83.255301,83.289217,83.390965,83.390965,83.390965,83.390965,83.390965,83.424881,83.51815,83.619898,83.721646,83.823394,83.992974,84.120159,84.221907,84.255823,84.357571,84.425403,84.459319,84.493235,84.493235,84.527151,84.552588,84.586504,84.586504,84.586504,84.586504,84.586504,84.586504,84.586504,84.586504,84.62042,84.62042,84.62042,84.62042,84.62042,84.62042,84.62042,84.62042,84.62042,84.62042,84.688252,84.688252,84.688252,84.688252,84.688252,84.688252,84.688252,84.688252,84.688252,84.688252,84.688252,84.688252,84.688252,84.688252,84.688252,84.688252,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.756084,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79
"Kenya","BCG",53.328184,71.088492,78.914748,83.291024,85.710736,88.083188,89.151264,89.907424,90.682488,91.136184,91.514264,92.034124,92.175904,92.336588,92.48782,92.553984,92.714668,92.828092,92.969872,92.988776,93.130556,93.225076,93.310144,93.347952,93.423568,93.508636,93.546444,93.584252,93.584252,93.584252,93.640964,93.640964,93.640964,93.688224,93.707128,93.707128,93.726032,93.726032,93.726032,93.744936,93.76384,93.76384,93.76384,93.782744,93.801648,93.801648,93.820552,93.839456,93.867812,93.867812,93.924524,94.066304,94.123016,94.217536,94.217536,94.245892,94.2837,94.2837,94.2837,94.321508,94.321508,94.340412,94.340412,94.359316,94.359316,94.359316,94.359316,94.359316,94.359316,94.359316,94.359316,94.359316,94.359316,94.359316,94.359316,94.359316,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.37822,94.397124,94.416028,94.444384,94.463288,94.501096,94.501096,94.501096,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52
