"country","year","total_survey_children","total_male","total_female","age_range","median_age","age_iqr","vaccine","total_children_intro","prop_children_intro","total_w_data","prop_w_data","total_1ye_buff_intro","prop_1ye_buff_intro","total_2ye_buff_intro","prop_2ye_buff_intro","total_unvax1","prop_unvax1","total_vax1","prop_vax1","total_vax_date_data1","prop_vax_date1","total_unvax2","prop_unvax2","total_vax2","prop_vax2","total_vax_date_data2","prop_vax_date2"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","HepB-D3","9085","100","5487","60.4","3471","63.26","1642","29.93","928","26.74","2543","73.26","1963","77.19","438","26.67","1204","73.33","861","71.51"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","Hib-D1","9085","100","5487","60.4","3471","63.26","1642","29.93","607","17.49","2864","82.51","2121","74.06","285","17.36","1357","82.64","928","68.39"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","Hib-D2","9085","100","5487","60.4","3471","63.26","1642","29.93","746","21.49","2725","78.51","2058","75.52","358","21.8","1284","78.2","900","70.09"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","Hib-D3","9085","100","5487","60.4","3471","63.26","1642","29.93","928","26.74","2543","73.26","1963","77.19","438","26.67","1204","73.33","861","71.51"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","IPV-D1","9085","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","IPV-D2","9085","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","MCV-D1","9085","100","5483","60.35","3284","59.89","1476","26.92","1022","31.12","2262","68.88","1569","69.36","438","29.67","1038","70.33","651","62.72"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","MCV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","OPV-BD","9085","100","5508","60.63","3622","65.76","1808","32.82","899","24.82","2723","75.18","2078","76.31","465","25.72","1343","74.28","950","70.74"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","OPV-D1","9085","100","5508","60.63","3484","63.25","1648","29.92","553","15.87","2931","84.13","2132","72.74","272","16.5","1376","83.5","925","67.22"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","OPV-D2","9085","100","5508","60.63","3484","63.25","1648","29.92","730","20.95","2754","79.05","2040","74.07","351","21.3","1297","78.7","890","68.62"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","OPV-D3","9085","100","5508","60.63","3484","63.25","1648","29.92","1172","33.64","2312","66.36","1963","84.9","590","35.8","1058","64.2","857","81"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","PCV-D1","9085","100","5477","60.29","3458","63.14","1631","29.78","674","19.49","2784","80.51","2049","73.6","314","19.25","1317","80.75","895","67.96"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","PCV-D2","9085","100","5477","60.29","3458","63.14","1631","29.78","806","23.31","2652","76.69","1977","74.55","376","23.05","1255","76.95","868","69.16"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","PCV-D3","9085","100","5477","60.29","3458","63.14","1631","29.78","1009","29.18","2449","70.82","1910","77.99","476","29.18","1155","70.82","842","72.9"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","RV-D1","9085","100","5464","60.14","3450","63.14","1627","29.78","790","22.9","2660","77.1","1923","72.29","371","22.8","1256","77.2","831","66.16"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","RV-D2","9085","100","5464","60.14","3450","63.14","1627","29.78","1000","28.99","2450","71.01","1823","74.41","478","29.38","1149","70.62","786","68.41"
"Cameroon","2019","9085","4585","4500","(0, 61)","29","(14, 45)","RV-D3","9085","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","BCG","16901","100","16772","99.24","13276","79.16","10414","62.09","6089","45.86","7187","54.14","1681","23.39","4805","46.14","5609","53.86","1006","17.94"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","DTP-D1","16901","100","16545","97.89","12822","77.5","10027","60.6","6302","49.15","6520","50.85","1617","24.8","5005","49.92","5022","50.08","964","19.2"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","DTP-D2","16901","100","16509","97.68","12789","77.47","9999","60.57","7300","57.08","5489","42.92","1378","25.1","5747","57.48","4252","42.52","828","19.47"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","DTP-D3","16901","100","16509","97.68","12789","77.47","9999","60.57","9026","70.58","3763","29.42","1179","31.33","7096","70.97","2903","29.03","733","25.25"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","HepB-BD","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","HepB-D1","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","HepB-D2","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","HepB-D3","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","Hib-D1","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","Hib-D2","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","Hib-D3","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","IPV-D1","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","IPV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","MCV-D1","16901","100","16623","98.36","12590","75.74","9795","58.92","5352","42.51","7238","57.49","1300","17.96","4107","41.93","5688","58.07","868","15.26"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","MCV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","OPV-BD","16901","100","16841","99.64","13335","79.18","10465","62.14","9638","72.28","3697","27.72","1521","41.14","7793","74.47","2672","25.53","911","34.09"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","OPV-D1","16901","100","16699","98.8","12944","77.51","10124","60.63","3768","29.11","9176","70.89","1526","16.63","2955","29.19","7169","70.81","912","12.72"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","OPV-D2","16901","100","16392","96.99","12651","77.18","9862","60.16","4565","36.08","8086","63.92","1321","16.34","3511","35.6","6351","64.4","802","12.63"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","OPV-D3","16901","100","16392","96.99","12651","77.18","9862","60.16","6265","49.52","6386","50.48","1164","18.23","4762","48.29","5100","51.71","735","14.41"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","PCV-D1","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","PCV-D2","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","PCV-D3","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","RV-D1","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","RV-D2","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Chad","2015","16901","8509","8392","(0, 60)","31","(14, 46)","RV-D3","16901","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","BCG","3022","100","2992","99.01","2341","78.24","1715","57.32","394","16.83","1947","83.17","1202","61.74","310","18.08","1405","81.92","788","56.09"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","DTP-D1","3022","100","2965","98.11","2262","76.29","1697","57.23","500","22.1","1762","77.9","1122","63.68","406","23.92","1291","76.08","741","57.4"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","DTP-D2","3022","100","2960","97.95","2257","76.25","1651","55.78","576","25.52","1681","74.48","1104","65.68","451","27.32","1200","72.68","716","59.67"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","DTP-D3","3022","100","2960","97.95","2257","76.25","1651","55.78","756","33.5","1501","66.5","1072","71.42","590","35.74","1061","64.26","701","66.07"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","HepB-BD","3022","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","HepB-D1","3022","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","HepB-D2","3022","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","HepB-D3","3022","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","Hib-D1","3022","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","Hib-D2","3022","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","Hib-D3","3022","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","IPV-D1","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","IPV-D2","3022","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","MCV-D1","3022","100","2962","98.01","2186","73.8","1609","54.32","533","24.38","1653","75.62","1031","62.37","397","24.67","1212","75.33","694","57.26"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","MCV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Comoros","2012","3022","1519","1503","(0, 60)","28","(13, 44)","OPV-BD","3022","100","2999","99.24","2347","78.26","1717","57.25","583","24.84","1764","75.16","1180","66.89","466","27.14","1251","72.86","772","61.71"
