"country","year","total_survey_children","total_male","total_female","age_range","median_age","age_iqr","vaccine","total_children_intro","prop_children_intro","total_w_data","prop_w_data","total_1ye_buff_intro","prop_1ye_buff_intro","total_2ye_buff_intro","prop_2ye_buff_intro","total_unvax1","prop_unvax1","total_vax1","prop_vax1","total_vax_date_data1","prop_vax_date1","total_unvax2","prop_unvax2","total_vax2","prop_vax2","total_vax_date_data2","prop_vax_date2"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","HepB-BD","11780","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","HepB-D1","11780","100","7200","61.12","4538","63.03","2396","33.28","1098","24.2","3440","75.8","2017","58.63","608","25.38","1788","74.62","921","51.51"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","HepB-D2","11780","100","7200","61.12","4538","63.03","2189","30.4","1253","27.61","3285","72.39","1963","59.76","634","28.96","1555","71.04","828","53.25"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","HepB-D3","11780","100","7200","61.12","4538","63.03","2189","30.4","1485","32.72","3053","67.28","1886","61.78","734","33.53","1455","66.47","799","54.91"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","Hib-D1","11780","100","7200","61.12","4538","63.03","2396","33.28","1098","24.2","3440","75.8","2017","58.63","608","25.38","1788","74.62","921","51.51"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","Hib-D2","11780","100","7200","61.12","4538","63.03","2189","30.4","1253","27.61","3285","72.39","1963","59.76","634","28.96","1555","71.04","828","53.25"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","Hib-D3","11780","100","7200","61.12","4538","63.03","2189","30.4","1485","32.72","3053","67.28","1886","61.78","734","33.53","1455","66.47","799","54.91"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","IPV-D1","11780","100","7200","61.12","4536","63","2186","30.36","1382","30.47","3154","69.53","1796","56.94","679","31.06","1507","68.94","755","50.1"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","IPV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","MCV-D1","11780","100","7213","61.23","4309","59.74","1967","27.27","1485","34.46","2824","65.54","1642","58.14","656","33.35","1311","66.65","664","50.65"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","MCV-D2","11780","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","OPV-BD","11780","100","7209","61.2","4749","65.88","2402","33.32","1990","41.9","2759","58.1","1624","58.86","1020","42.46","1382","57.54","725","52.46"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","OPV-D1","11780","100","7209","61.2","4541","62.99","2402","33.32","1167","25.7","3374","74.3","2006","59.45","645","26.85","1757","73.15","913","51.96"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","OPV-D2","11780","100","7209","61.2","4541","62.99","2194","30.43","1397","30.76","3144","69.24","1948","61.96","707","32.22","1487","67.78","818","55.01"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","OPV-D3","11780","100","7209","61.2","4541","62.99","2194","30.43","1981","43.62","2560","56.38","1868","72.97","1006","45.85","1188","54.15","789","66.41"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","PCV-D1","11780","100","7194","61.07","4530","62.97","2390","33.22","1114","24.59","3416","75.41","2015","58.99","617","25.82","1773","74.18","921","51.95"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","PCV-D2","11780","100","7194","61.07","4530","62.97","2182","30.33","1305","28.81","3225","71.19","1960","60.78","658","30.16","1524","69.84","826","54.2"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","PCV-D3","11780","100","7194","61.07","4530","62.97","2182","30.33","1535","33.89","2995","66.11","1880","62.77","764","35.01","1418","64.99","797","56.21"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","RV-D1","11780","100","7178","60.93","4514","62.89","2375","33.09","1159","25.68","3355","74.32","2007","59.82","642","27.03","1733","72.97","915","52.8"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","RV-D2","11780","100","7178","60.93","4514","62.89","2171","30.25","1342","29.73","3172","70.27","1955","61.63","680","31.32","1491","68.68","822","55.13"
"Madagascar","2021","11780","5958","5822","(0, 61)","29","(14, 45)","RV-D3","11780","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","BCG","16462","100","9848","59.82","6647","67.5","3402","34.55","182","2.74","6465","97.26","4385","67.83","98","2.88","3304","97.12","2006","60.71"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","DTP-D1","16462","100","9839","59.77","6329","64.33","3111","31.62","162","2.56","6167","97.44","4176","67.72","82","2.64","3029","97.36","1829","60.38"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","DTP-D2","16462","100","9839","59.77","6329","64.33","3111","31.62","234","3.7","6095","96.3","4158","68.22","126","4.05","2985","95.95","1820","60.97"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","DTP-D3","16462","100","9839","59.77","6329","64.33","3111","31.62","451","7.13","5878","92.87","4102","69.79","241","7.75","2870","92.25","1799","62.68"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","HepB-BD","16462","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","HepB-D1","16462","100","9839","59.77","6329","64.33","3111","31.62","162","2.56","6167","97.44","4176","67.72","82","2.64","3029","97.36","1829","60.38"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","HepB-D2","16462","100","9839","59.77","6329","64.33","3111","31.62","234","3.7","6095","96.3","4158","68.22","126","4.05","2985","95.95","1820","60.97"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","HepB-D3","16462","100","9839","59.77","6329","64.33","3111","31.62","451","7.13","5878","92.87","4102","69.79","241","7.75","2870","92.25","1799","62.68"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","Hib-D1","16462","100","9839","59.77","6329","64.33","3111","31.62","162","2.56","6167","97.44","4176","67.72","82","2.64","3029","97.36","1829","60.38"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","Hib-D2","16462","100","9839","59.77","6329","64.33","3111","31.62","234","3.7","6095","96.3","4158","68.22","126","4.05","2985","95.95","1820","60.97"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","Hib-D3","16462","100","9839","59.77","6329","64.33","3111","31.62","451","7.13","5878","92.87","4102","69.79","241","7.75","2870","92.25","1799","62.68"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","IPV-D1","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","IPV-D2","16462","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","MCV-D1","16462","100","9834","59.74","6035","61.37","2796","28.43","412","6.83","5623","93.17","3683","65.5","164","5.87","2632","94.13","1547","58.78"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","MCV-D2","4989","30.31","9834","197.11","6035","61.37","2796","28.43","4918","81.49","1117","18.51","227","20.32","2307","82.51","489","17.49","41","8.38"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","OPV-BD","16462","100","9846","59.81","6645","67.49","3401","34.54","1680","25.28","4965","74.72","3066","61.75","822","24.17","2579","75.83","1423","55.18"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","OPV-D1","16462","100","9846","59.81","6335","64.34","3112","31.61","237","3.74","6098","96.26","4175","68.47","124","3.98","2988","96.02","1841","61.61"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","OPV-D2","16462","100","9846","59.81","6335","64.34","3112","31.61","408","6.44","5927","93.56","4133","69.73","222","7.13","2890","92.87","1816","62.84"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","OPV-D3","16462","100","9846","59.81","6335","64.34","3112","31.61","1294","20.43","5041","79.57","3943","78.22","735","23.62","2377","76.38","1723","72.49"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","PCV-D1","16462","100","9832","59.73","6326","64.34","3110","31.63","257","4.06","6069","95.94","4114","67.79","139","4.47","2971","95.53","1799","60.55"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","PCV-D2","16462","100","9832","59.73","6326","64.34","3110","31.63","403","6.37","5923","93.63","4092","69.09","220","7.07","2890","92.93","1793","62.04"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","PCV-D3","16462","100","9832","59.73","6326","64.34","3110","31.63","678","10.72","5648","89.28","4011","71.02","361","11.61","2749","88.39","1758","63.95"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","RV-D1","16462","100","9832","59.73","6324","64.32","3109","31.62","367","5.8","5957","94.2","4005","67.23","206","6.63","2903","93.37","1738","59.87"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","RV-D2","16462","100","9832","59.73","6324","64.32","3109","31.62","555","8.78","5769","91.22","3924","68.02","310","9.97","2799","90.03","1706","60.95"
"Malawi","2016","16462","8232","8230","(0, 61)","30","(15, 46)","RV-D3","16462","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","BCG","3055","100","2704","88.51","2141","79.18","1554","57.47","181","8.45","1960","91.55","889","45.36","165","10.62","1389","89.38","444","31.97"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","DTP-D1","3055","100","1754","57.41","1153","65.74","568","32.38","124","10.75","1029","89.25","852","82.8","57","10.04","511","89.96","415","81.21"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","DTP-D2","3055","100","1754","57.41","1153","65.74","568","32.38","160","13.88","993","86.12","857","86.3","81","14.26","487","85.74","413","84.8"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","DTP-D3","3055","100","1754","57.41","1153","65.74","568","32.38","174","15.09","979","84.91","857","87.54","89","15.67","479","84.33","412","86.01"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","HepB-BD","3055","100","1760","57.61","1200","68.18","616","35","125","10.42","1075","89.58","882","82.05","67","10.88","549","89.12","440","80.15"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","HepB-D1","3055","100","1754","57.41","1153","65.74","568","32.38","124","10.75","1029","89.25","852","82.8","57","10.04","511","89.96","415","81.21"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","HepB-D2","3055","100","1754","57.41","1153","65.74","568","32.38","160","13.88","993","86.12","857","86.3","81","14.26","487","85.74","413","84.8"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","HepB-D3","3055","100","1754","57.41","1153","65.74","568","32.38","174","15.09","979","84.91","857","87.54","89","15.67","479","84.33","412","86.01"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","Hib-D1","3055","100","1754","57.41","1153","65.74","568","32.38","124","10.75","1029","89.25","852","82.8","57","10.04","511","89.96","415","81.21"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","Hib-D2","3055","100","1754","57.41","1153","65.74","568","32.38","160","13.88","993","86.12","857","86.3","81","14.26","487","85.74","413","84.8"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","Hib-D3","3055","100","1754","57.41","1153","65.74","568","32.38","174","15.09","979","84.91","857","87.54","89","15.67","479","84.33","412","86.01"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","IPV-D1","3055","100","1759","57.58","1157","65.78","570","32.4","476","41.14","681","58.86","639","93.83","288","50.53","282","49.47","258","91.49"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","IPV-D2","3055","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","MCV-D1","3055","100","1747","57.18","1087","62.22","521","29.82","117","10.76","970","89.24","810","83.51","46","8.83","475","91.17","387","81.47"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","MCV-D2","3055","100","1747","57.18","1036","59.3","471","26.96","359","34.65","677","65.35","620","91.58","114","24.2","357","75.8","330","92.44"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","OPV-BD","3055","100","1759","57.58","1759","100","1759","100","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","OPV-D1","3055","100","1759","57.58","1157","65.78","570","32.4","124","10.72","1033","89.28","854","82.67","55","9.65","515","90.35","418","81.17"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","OPV-D2","3055","100","1759","57.58","1157","65.78","570","32.4","163","14.09","994","85.91","859","86.42","77","13.51","493","86.49","418","84.79"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","OPV-D3","3055","100","1759","57.58","1157","65.78","570","32.4","222","19.19","935","80.81","815","87.17","106","18.6","464","81.4","402","86.64"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","PCV-D1","3055","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","PCV-D2","3055","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","PCV-D3","3055","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","RV-D1","3055","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","RV-D2","3055","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Maldives","2017","3055","1557","1498","(0, 61)","32","(15, 46)","RV-D3","3055","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","BCG","9275","100","5617","60.56","3736","66.51","1786","31.8","758","20.29","2978","79.71","1536","51.58","385","21.56","1401","78.44","607","43.33"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","DTP-D1","9275","100","5604","60.42","3558","63.49","1616","28.84","793","22.29","2765","77.71","1439","52.04","384","23.76","1232","76.24","546","44.32"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","DTP-D2","9275","100","5604","60.42","3558","63.49","1616","28.84","1039","29.2","2519","70.8","1394","55.34","484","29.95","1132","70.05","532","47"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","DTP-D3","9275","100","5604","60.42","3558","63.49","1616","28.84","1239","34.82","2319","65.18","1338","57.7","586","36.26","1030","63.74","508","49.32"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","HepB-BD","9275","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","HepB-D1","9275","100","5604","60.42","3558","63.49","1616","28.84","793","22.29","2765","77.71","1439","52.04","384","23.76","1232","76.24","546","44.32"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","HepB-D2","9275","100","5604","60.42","3558","63.49","1616","28.84","1039","29.2","2519","70.8","1394","55.34","484","29.95","1132","70.05","532","47"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","HepB-D3","9275","100","5604","60.42","3558","63.49","1616","28.84","1239","34.82","2319","65.18","1338","57.7","586","36.26","1030","63.74","508","49.32"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","Hib-D1","9275","100","5604","60.42","3558","63.49","1616","28.84","793","22.29","2765","77.71","1439","52.04","384","23.76","1232","76.24","546","44.32"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","Hib-D2","9275","100","5604","60.42","3558","63.49","1616","28.84","1039","29.2","2519","70.8","1394","55.34","484","29.95","1132","70.05","532","47"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","Hib-D3","9275","100","5604","60.42","3558","63.49","1616","28.84","1239","34.82","2319","65.18","1338","57.7","586","36.26","1030","63.74","508","49.32"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","IPV-D1","9275","100","5629","60.69","3575","63.51","1624","28.85","1638","45.82","1937","54.18","565","29.17","755","46.49","869","53.51","154","17.72"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","IPV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","MCV-D1","9275","100","5584","60.2","3374","60.42","1427","25.56","1112","32.96","2262","67.04","1055","46.64","483","33.85","944","66.15","362","38.35"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","MCV-D2","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","OPV-BD","9275","100","5613","60.52","3732","66.49","1786","31.82","1398","37.46","2334","62.54","1205","51.63","674","37.74","1112","62.26","478","42.99"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","OPV-D1","9275","100","5613","60.52","3567","63.55","1622","28.9","960","26.91","2607","73.09","1433","54.97","474","29.22","1148","70.78","539","46.95"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","OPV-D2","9275","100","5613","60.52","3567","63.55","1622","28.9","1191","33.39","2376","66.61","1390","58.5","577","35.57","1045","64.43","530","50.72"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","OPV-D3","9275","100","5613","60.52","3567","63.55","1622","28.9","1909","53.52","1658","46.48","1318","79.49","950","58.57","672","41.43","502","74.7"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","PCV-D1","9275","100","5588","60.25","3547","63.48","1612","28.85","878","24.75","2669","75.25","1387","51.97","417","25.87","1195","74.13","526","44.02"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","PCV-D2","9275","100","5588","60.25","3547","63.48","1612","28.85","1115","31.44","2432","68.56","1354","55.67","526","32.63","1086","67.37","514","47.33"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","PCV-D3","9275","100","5588","60.25","3547","63.48","1612","28.85","1323","37.3","2224","62.7","1292","58.09","628","38.96","984","61.04","488","49.59"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","RV-D1","9275","100","5593","60.3","3549","63.45","1615","28.88","901","25.39","2648","74.61","1340","50.6","431","26.69","1184","73.31","506","42.74"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","RV-D2","9275","100","5593","60.3","3549","63.45","1615","28.88","1192","33.59","2357","66.41","1262","53.54","556","34.43","1059","65.57","472","44.57"
"Mali","2018","9275","4696","4579","(0, 61)","28","(14, 45)","RV-D3","9275","100","5593","60.3","3549","63.45","1615","28.88","1446","40.74","2103","59.26","1173","55.78","671","41.55","944","58.45","440","46.61"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","BCG","11176","100","6690","59.86","4409","65.9","2301","34.39","372","8.44","4037","91.56","1029","25.49","195","8.47","2106","91.53","400","18.99"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","DTP-D1","11176","100","6648","59.48","4202","63.21","2158","32.46","437","10.4","3765","89.6","939","24.94","223","10.33","1935","89.67","370","19.12"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","DTP-D2","11176","100","6648","59.48","4202","63.21","2090","31.44","661","15.73","3541","84.27","933","26.35","339","16.22","1751","83.78","351","20.05"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","DTP-D3","11176","100","6648","59.48","4202","63.21","2090","31.44","1020","24.27","3182","75.73","888","27.91","520","24.88","1570","75.12","332","21.15"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","HepB-BD","11176","100","6534","58.46","4270","65.35","2214","33.88","854","20","3416","80","746","21.84","436","19.69","1778","80.31","294","16.54"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","HepB-D1","11176","100","6648","59.48","4202","63.21","2158","32.46","437","10.4","3765","89.6","939","24.94","223","10.33","1935","89.67","370","19.12"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","HepB-D2","11176","100","6648","59.48","4202","63.21","2090","31.44","661","15.73","3541","84.27","933","26.35","339","16.22","1751","83.78","351","20.05"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","HepB-D3","11176","100","6648","59.48","4202","63.21","2090","31.44","1020","24.27","3182","75.73","888","27.91","520","24.88","1570","75.12","332","21.15"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","Hib-D1","11176","100","6648","59.48","4202","63.21","2158","32.46","437","10.4","3765","89.6","939","24.94","223","10.33","1935","89.67","370","19.12"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","Hib-D2","11176","100","6648","59.48","4202","63.21","2090","31.44","661","15.73","3541","84.27","933","26.35","339","16.22","1751","83.78","351","20.05"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","Hib-D3","11176","100","6648","59.48","4202","63.21","2090","31.44","1020","24.27","3182","75.73","888","27.91","520","24.88","1570","75.12","332","21.15"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","IPV-D1","11176","100","6626","59.29","4188","63.21","2073","31.29","997","23.81","3191","76.19","521","16.33","458","22.09","1615","77.91","199","12.32"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","IPV-D2","11176","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","MCV-D1","11176","100","6628","59.31","3977","60","1874","28.27","758","19.06","3219","80.94","646","20.07","319","17.02","1555","82.98","250","16.08"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","MCV-D2","11176","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","OPV-BD","11176","100","6626","59.29","4360","65.8","2272","34.29","1362","31.24","2998","68.76","743","24.78","733","32.26","1539","67.74","284","18.45"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","OPV-D1","11176","100","6626","59.29","4188","63.21","2142","32.33","705","16.83","3483","83.17","926","26.59","370","17.27","1772","82.73","357","20.15"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","OPV-D2","11176","100","6626","59.29","4188","63.21","2073","31.29","1011","24.14","3177","75.86","919","28.93","515","24.84","1558","75.16","344","22.08"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","OPV-D3","11176","100","6626","59.29","4188","63.21","2073","31.29","2218","52.96","1970","47.04","877","44.52","1153","55.62","920","44.38","329","35.76"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","PCV-D1","11176","100","6618","59.22","4176","63.1","2141","32.35","471","11.28","3705","88.72","922","24.89","241","11.26","1900","88.74","367","19.32"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","PCV-D2","11176","100","6618","59.22","4176","63.1","2075","31.35","783","18.75","3393","81.25","906","26.7","407","19.61","1668","80.39","344","20.62"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","PCV-D3","11176","100","6618","59.22","4176","63.1","2075","31.35","1137","27.23","3039","72.77","860","28.3","581","28","1494","72","329","22.02"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","RV-D1","11176","100","6545","58.56","4119","62.93","2111","32.25","546","13.26","3573","86.74","887","24.83","275","13.03","1836","86.97","350","19.06"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","RV-D2","11176","100","6545","58.56","4119","62.93","2045","31.25","856","20.78","3263","79.22","862","26.42","430","21.03","1615","78.97","326","20.19"
"Mauritania","2021","11176","5647","5529","(0, 61)","29","(14, 46)","RV-D3","11176","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Myanmar","2016","4597","2402","2195","(0, 60)","29","(14, 45)","BCG","4597","100","4589","99.83","3651","79.56","2736","59.62","370","10.13","3281","89.87","1068","32.55","284","10.38","2452","89.62","697","28.43"
"Myanmar","2016","4597","2402","2195","(0, 60)","29","(14, 45)","DTP-D1","4597","100","4578","99.59","3566","77.89","2639","57.65","403","11.3","3163","88.7","1050","33.2","315","11.94","2324","88.06","668","28.74"
"Myanmar","2016","4597","2402","2195","(0, 60)","29","(14, 45)","DTP-D2","4597","100","4577","99.56","3565","77.89","2638","57.64","723","20.28","2842","79.72","993","34.94","554","21","2084","79","631","30.28"
"Myanmar","2016","4597","2402","2195","(0, 60)","29","(14, 45)","DTP-D3","4597","100","4577","99.56","3565","77.89","2638","57.64","1169","32.79","2396","67.21","916","38.23","855","32.41","1783","67.59","577","32.36"
"Myanmar","2016","4597","2402","2195","(0, 60)","29","(14, 45)","HepB-BD","4597","100","4540","98.76","3608","79.47","2701","59.49","2704","74.94","904","25.06","157","17.37","2047","75.79","654","24.21","94","14.37"
"Myanmar","2016","4597","2402","2195","(0, 60)","29","(14, 45)","HepB-D1","4597","100","4562","99.24","3553","77.88","2630","57.65","567","15.96","2986","84.04","974","32.62","455","17.3","2175","82.7","602","27.68"
"Myanmar","2016","4597","2402","2195","(0, 60)","29","(14, 45)","HepB-D2","4597","100","4562","99.24","3553","77.88","2630","57.65","870","24.49","2683","75.51","928","34.59","676","25.7","1954","74.3","573","29.32"
"Myanmar","2016","4597","2402","2195","(0, 60)","29","(14, 45)","HepB-D3","4597","100","4562","99.24","3553","77.88","2630","57.65","1290","36.31","2263","63.69","853","37.69","959","36.46","1671","63.54","520","31.12"
"Myanmar","2016","4597","2402","2195","(0, 60)","29","(14, 45)","Hib-D1","4597","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
"Myanmar","2016","4597","2402","2195","(0, 60)","29","(14, 45)","Hib-D2","4597","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN"
