"country","vaccine","birth_cohort","median","iqr","mean","sd","range","quan_01","quan_05","quan_15","quan_25","quan_50","quan_75","quan_85","quan_95","quan_99"
"All","DTP-D1",2010,1,"(0, 4)",4.3,"(13.61)","(-11, 229)",-5,-2,-1,0,1,4,6,20,66
"All","DTP-D1",2011,1,"(0, 3)",4,"(12.54)","(-11, 177)",-6,-2,-1,0,1,3,6,20,61
"All","DTP-D1",2012,1,"(0, 3)",3.9,"(11.39)","(-11, 190)",-6,-2,-1,0,1,3,6,20,59
"All","DTP-D1",2013,1,"(0, 3)",3.5,"(9.67)","(-11, 151)",-5,-2,-1,0,1,3,5,15,53
"All","DTP-D1",2014,1,"(0, 3)",3.3,"(8.65)","(-10, 129)",-4,-1,0,0,1,3,5,13,52
"All","DTP-D1",2015,1,"(0, 3)",2.9,"(8.42)","(-13, 130)",-5,-3,-1,0,1,3,5,12,49
"All","DTP-D1",2016,1,"(0, 4)",4.6,"(13)","(-13, 135)",-5,-3,-1,0,1,4,7,21,73
"All","DTP-D1",2017,2,"(0, 5)",7.6,"(18.33)","(-9, 134)",-6,-2,0,0,2,5,9,63,83
"All","DTP-D1",2018,2,"(1, 4)",5.9,"(14.33)","(-9, 138)",-6,-2,0,1,2,4,8,32,74
"All","DTP-D1",2019,1,"(1, 4)",4.3,"(10.85)","(-8, 112)",-6,-1,0,1,1,4,6,18,67
"All","DTP-D1",2020,1,"(0, 3)",2.7,"(5.91)","(-8, 73)",-5,-1,0,0,1,3,5,11,31
"All","DTP-D1",2021,1,"(0, 2)",1.8,"(4.17)","(-6, 47)",-4,0,0,0,1,2,3,8,22.5
"All","DTP-D1",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","DTP-D2",2006,2,"(0, 4)",4.8,"(15.66)","(-7, 152)",-4,-1,0,0,2,4,6,14.1,50.7
"All","DTP-D2",2007,2,"(1, 5)",5.1,"(11.87)","(-7, 193)",-4,-1,0,1,2,5,9,17,55
"All","DTP-D2",2008,3,"(1, 6)",6.2,"(14.8)","(-12, 206)",-3,-1,0,1,3,6,9,24,67
"All","DTP-D2",2009,2,"(1, 5)",5.6,"(13.29)","(-14, 204)",-4,-1,0,1,2,5,9,23,61.1
"All","DTP-D2",2010,2,"(0, 6)",5.6,"(15.31)","(-19, 236)",-17,-4,-1,0,2,6,10,26,67
"All","DTP-D2",2011,2,"(1, 6)",5.7,"(12.88)","(-19, 203)",-9,-1,0,1,2,6,9,24,64
"All","DTP-D2",2012,2,"(1, 5)",5.2,"(10.65)","(-14, 144)",-5,-1,0,1,2,5,9,22,56
"All","DTP-D2",2013,2,"(1, 5)",5.1,"(9.78)","(-19, 128)",-4,-1,0,1,2,5,9,20,54
"All","DTP-D2",2014,2,"(1, 5)",4.9,"(9.32)","(-10, 132)",-4,-1,0,1,2,5,8,19,52
"All","DTP-D2",2015,2,"(1, 5)",4.5,"(9.25)","(-11, 134)",-4,-2,0,1,2,5,8,18,52
"All","DTP-D2",2016,3,"(1, 6)",5.3,"(10.39)","(-14, 124)",-4,-2,0,1,3,6,9,21,56
"All","DTP-D2",2017,3,"(1, 7)",6.2,"(10.69)","(-12, 130)",-4,-1,1,1,3,7,10,23,58
"All","DTP-D2",2018,3,"(1, 7)",6,"(9.5)","(-12, 138)",-3,0,1,1,3,7,10,21,53
"All","DTP-D2",2019,3,"(1, 6)",5.3,"(8.51)","(-12, 111)",-3,0,1,1,3,6,9,20,47
"All","DTP-D2",2020,2,"(1, 5)",4.2,"(6.81)","(-12, 98)",-2,0,0,1,2,5,8,16,35
"All","DTP-D2",2021,1,"(0, 3)",3,"(5.47)","(-6, 54)",-1.2,0,0,0,1,3,5.4,13,28
"All","DTP-D2",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","DTP-D3",2006,3,"(0, 5.5)",5.9,"(16.36)","(-8, 153)",-4,-1.7,0,0,3,5.5,9.1,19.7,52.7
"All","DTP-D3",2007,3,"(1, 7)",7.1,"(15.98)","(-23, 223)",-4,-1,0,1,3,7,11,26,74.3
"All","DTP-D3",2008,3,"(1, 8)",8.1,"(16.94)","(-20, 198)",-3,-1,0,1,3,8,13,34,90
"All","DTP-D3",2009,3,"(1, 8)",7.6,"(15.27)","(-23, 213)",-3,-1,0,1,3,8,13,33,74
"All","DTP-D3",2010,3,"(1, 9)",8.2,"(15.64)","(-21, 202)",-3,-1,0,1,3,9,15,35,78
"All","DTP-D3",2011,3,"(1, 8)",7.4,"(13.62)","(-18, 173)",-4,-1,0,1,3,8,13,32,65
"All","DTP-D3",2012,3,"(1, 7)",6.5,"(11.6)","(-23, 145)",-6,-1,0,1,3,7,12,28,57
"All","DTP-D3",2013,3,"(1, 8)",6.9,"(11.58)","(-24, 126)",-3,-1,0,1,3,8,13,27,59
"All","DTP-D3",2014,3,"(1, 7)",6.6,"(10.97)","(-15, 132)",-4,0,1,1,3,7,12,26,55
"All","DTP-D3",2015,3,"(1, 7)",6.3,"(10.46)","(-20, 133)",-4,-2,0,1,3,7,12,25,54
"All","DTP-D3",2016,4,"(1, 9)",7.2,"(11.28)","(-21, 125)",-4,-2,0,1,4,9,13,27,56
"All","DTP-D3",2017,5,"(2, 10)",8.4,"(11.89)","(-16, 132)",-3,0,1,2,5,10,15,30,60
"All","DTP-D3",2018,5,"(2, 10)",8.2,"(10.83)","(-16, 135)",-3,0,1,2,5,10,15,28,56
"All","DTP-D3",2019,4,"(2, 9)",7.5,"(10.15)","(-15, 120)",-3,0,1,2,4,9,14,27,53
"All","DTP-D3",2020,3,"(1, 7)",5.5,"(7.62)","(-14, 72)",-2,0,1,1,3,7,11,21,37
"All","DTP-D3",2021,2,"(1, 4.5)",4.4,"(7.13)","(-8, 45)",-1,0,0,1,2,4.5,9,19,36.9
"All","DTP-D3",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","OPV-BD",2006,1,"(0, 3)",2.2,"(5.98)","(-2, 32)",-2,-1.5,-1,0,1,3,4,5,24.2
"All","OPV-BD",2007,2,"(0, 4)",4.2,"(12.3)","(-2, 170)",-2,-1,-1,0,2,4,6,14.6,55.2
"All","OPV-BD",2008,2,"(0, 4)",4.5,"(11.25)","(-2, 128)",-2,-1,-1,0,2,4,7,18.5,57
"All","OPV-BD",2009,2,"(0, 4)",4.2,"(10.99)","(-2, 179)",-2,-1,0,0,2,4,6,15,54
"All","OPV-BD",2010,2,"(0, 4)",4.4,"(12.4)","(-2, 223)",-2,-1,0,0,2,4,6,17.3,56
"All","OPV-BD",2011,2,"(0, 4)",4,"(11.4)","(-2, 199)",-2,-1,-1,0,2,4,6,14,56.7
"All","OPV-BD",2012,1,"(0, 4)",3.9,"(10.32)","(-2, 139)",-2,-1,0,0,1,4,6,14,55
"All","OPV-BD",2013,1,"(0, 3)",4,"(10.85)","(-2, 135)",-2,-1,0,0,1,3,6,18,56
"All","OPV-BD",2014,1,"(0, 2)",2.8,"(8)","(-2, 110)",0,0,0,0,1,2,4,10,52
"All","OPV-BD",2015,1,"(0, 2)",2.6,"(7.55)","(0, 129)",0,0,0,0,1,2,4,8,50
"All","OPV-BD",2016,1,"(0, 2)",2.7,"(8.09)","(-2, 141)",0,0,0,0,1,2,4,10,51
"All","OPV-BD",2017,0,"(0, 2)",2.2,"(7.54)","(-2, 149)",0,0,0,0,0,2,3,9,44.4
"All","OPV-BD",2018,0,"(0, 1)",1.7,"(5.9)","(-2, 134)",-1,0,0,0,0,1,3,7,31
"All","OPV-BD",2019,0,"(0, 1)",1.7,"(5.95)","(-2, 120)",0,0,0,0,0,1,3,7,30.2
"All","OPV-BD",2020,0,"(0, 2)",1.9,"(5.32)","(-2, 73)",0,0,0,0,0,2,3,7,27
"All","OPV-BD",2021,0,"(0, 1)",0.9,"(2.13)","(0, 33)",0,0,0,0,0,1,2,4,9.3
"All","OPV-BD",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","OPV-D1",2006,1,"(-1, 3)",1.8,"(4.86)","(-5, 20)",-4.7,-4,-1,-1,1,3,4,9.6,17.2
"All","OPV-D1",2007,0,"(-15, 3)",-1.4,"(16.52)","(-23, 169)",-19,-18,-16,-15,0,3,6,15,69
"All","OPV-D1",2008,0,"(-14, 3)",-1.2,"(16.93)","(-25, 193)",-19,-18,-16,-14,0,3,5,17,61.1
"All","OPV-D1",2009,1,"(-2, 3)",0.8,"(14.49)","(-27, 235)",-19,-18,-15,-2,1,3,6,19,56
"All","OPV-D1",2010,1,"(-1, 4)",1.8,"(14.59)","(-27, 211)",-19,-17,-7,-1,1,4,7,21,60
"All","OPV-D1",2011,1,"(-1, 3)",2.1,"(12.69)","(-24, 164)",-19,-17,-2,-1,1,3,6,18,55
"All","OPV-D1",2012,1,"(0, 3)",3.9,"(11.04)","(-10, 190)",-5,-2,-1,0,1,3,6,21,55
"All","OPV-D1",2013,1,"(0, 3)",3.7,"(9.75)","(-9, 151)",-5,-2,0,0,1,3,6,17,54
"All","OPV-D1",2014,1,"(0, 4)",3.9,"(9.08)","(-10, 129)",-5,-1,0,0,1,4,7,15,52
"All","OPV-D1",2015,1,"(0, 5)",4,"(8.79)","(-19, 130)",-6,-3,0,0,1,5,8,15,49
"All","OPV-D1",2016,1,"(0, 4)",3.6,"(8.8)","(-21, 136)",-9,-3,0,0,1,4,7,15,48
"All","OPV-D1",2017,2,"(1, 4)",3.7,"(8.8)","(-26, 134)",-6,-2,0,1,2,4,6,15,50
"All","OPV-D1",2018,2,"(1, 4)",3.6,"(7.38)","(-9, 135)",-6,-2,0,1,2,4,6,13,41
"All","OPV-D1",2019,2,"(1, 4)",3.2,"(6.78)","(-8, 112)",-6,-1,0,1,2,4,5,12,37.2
"All","OPV-D1",2020,1,"(0, 3)",2.7,"(5.76)","(-8, 74)",-4,0,0,0,1,3,5,11,30
"All","OPV-D1",2021,1,"(0, 2)",1.9,"(4.18)","(-6, 45)",-5.7,0,0,0,1,2,4,9,18.7
"All","OPV-D1",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","OPV-D2",2006,1,"(0, 4)",2.4,"(4.96)","(-4, 19)",-4,-4,-0.8,0,1,4,5,11.6,17
"All","OPV-D2",2007,1,"(-55, 5)",-14,"(32.1)","(-65, 166)",-61,-60,-58,-55,1,5,9,18,56.4
"All","OPV-D2",2008,1,"(-55, 5)",-13.6,"(32.94)","(-68, 194)",-61,-60,-58,-55,1,5,9,23,65.6
"All","OPV-D2",2009,2,"(-1, 6)",-5.9,"(28.37)","(-68, 204)",-61,-60,-56,-1,2,6,10,25,59
"All","OPV-D2",2010,2,"(-1, 6)",-2.7,"(26.53)","(-76, 191)",-61,-59,-41,-1,2,6,10,28,65
"All","OPV-D2",2011,2,"(0, 5)",1.6,"(19.68)","(-66, 178)",-60,-56,-1,0,2,5,9,22,59
"All","OPV-D2",2012,2,"(0, 5)",5.2,"(10.93)","(-14, 144)",-5.6,-2,0,0,2,5,8,23,56
"All","OPV-D2",2013,2,"(1, 6)",5.5,"(10.37)","(-15, 128)",-4,-1,0,1,2,6,10,22,55
"All","OPV-D2",2014,2,"(1, 6)",5.2,"(9.63)","(-15, 136)",-4,-1,0,1,2,6,9,19,53
"All","OPV-D2",2015,3,"(1, 6)",5,"(9.99)","(-63, 134)",-6,-2,0,1,3,6,10,19,52
"All","OPV-D2",2016,3,"(1, 7)",4.6,"(12.26)","(-77, 118)",-58,-3,0,1,3,7,10,21,53
"All","OPV-D2",2017,3,"(1, 7)",5.5,"(10.98)","(-77, 130)",-6,-1,1,1,3,7,10,21,54
"All","OPV-D2",2018,3,"(1, 7)",5.7,"(8.88)","(-11, 138)",-3,-1,1,1,3,7,10,20,49
"All","OPV-D2",2019,3,"(1, 6)",5.2,"(8.17)","(-11, 106)",-3,0,1,1,3,6,9,19,44
"All","OPV-D2",2020,2,"(1, 5)",4.3,"(7)","(-10, 98)",-3,0,0,1,2,5,8,17,36
"All","OPV-D2",2021,1,"(0, 4)",3.2,"(5.94)","(-7, 54)",-4,0,0,0,1,4,6,15,28.2
"All","OPV-D2",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","OPV-D3",2006,2,"(0, 6)",5.8,"(16.22)","(-8, 153)",-4.9,-2,0,0,2,6,9,19.6,51.4
"All","OPV-D3",2007,3,"(1, 7)",6.8,"(15.31)","(-23, 206)",-4,-1,0,1,3,7,11,24,70.4
"All","OPV-D3",2008,3,"(1, 8)",6.2,"(17.76)","(-60, 198)",-50,-2,0,1,3,8,14,31,75
"All","OPV-D3",2009,3,"(1, 8)",5,"(18.68)","(-59, 214)",-50,-26.5,0,1,3,8,14,32,70
"All","OPV-D3",2010,3,"(1, 9)",6.6,"(18.79)","(-68, 202)",-50,-3,0,1,3,9,15,35,78.7
"All","OPV-D3",2011,3,"(1, 8)",4.8,"(18.42)","(-60, 223)",-50.4,-23,-1,1,3,8,13,31,67
"All","OPV-D3",2012,3,"(1, 7)",5.3,"(14.28)","(-57, 145)",-49,-2,0,1,3,7,12,28,58
"All","OPV-D3",2013,3,"(1, 9)",7.5,"(12.31)","(-24, 126)",-4,-1,0,1,3,9,14,30,61
"All","OPV-D3",2014,4,"(2, 9)",7.4,"(11.81)","(-22, 132)",-5,0,1,2,4,9,14,28,58
"All","OPV-D3",2015,4,"(2, 9)",7.1,"(11.3)","(-23, 131)",-10,0,1,2,4,9,13,27,56
"All","OPV-D3",2016,4,"(2, 9)",7.6,"(11.6)","(-25, 128)",-7,-1,1,2,4,9,14,28,56
"All","OPV-D3",2017,5,"(2, 10)",8.4,"(12.1)","(-16, 130)",-4,0,1,2,5,10,15,30,60
"All","OPV-D3",2018,5,"(2, 10)",8.2,"(10.69)","(-16, 123)",-3,0,1,2,5,10,15,28,55
"All","OPV-D3",2019,4,"(2, 9)",7.3,"(9.94)","(-14, 133)",-3,0,1,2,4,9,14,26,52
"All","OPV-D3",2020,3,"(1, 7)",5.6,"(7.8)","(-14, 98)",-2,0,1,1,3,7,11,22,38
"All","OPV-D3",2021,2,"(1, 5)",4.6,"(7.35)","(-6, 45)",-3,0,0,1,2,5,9,20,35
"All","OPV-D3",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","IPV-D1",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","IPV-D1",2007,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","IPV-D1",2008,3,"(1, 7.5)",5.8,"(8.33)","(-5, 44)",-3.4,0,1,1,3,7.5,11,24.8,32.5
"All","IPV-D1",2009,3,"(1, 9)",7.2,"(11.14)","(-6, 69)",-4,-1,0.8,1,3,9,14,33.2,51.8
"All","IPV-D1",2010,3,"(1, 8)",6.5,"(9.71)","(-8, 53)",-4.1,0,1,1,3,8,13,27,50
"All","IPV-D1",2011,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","IPV-D1",2012,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","IPV-D1",2013,16,"(9.25, 42.25)",30.4,"(34.82)","(-16, 126)",-12,0.5,5.2,9.2,16,42.2,52.2,109.5,123.8
"All","IPV-D1",2014,3,"(0, 13)",9.2,"(16.79)","(-26, 88)",-26,-0.8,0,0,3,13,21.4,38,77.3
"All","IPV-D1",2015,10,"(3, 16)",12.4,"(14.27)","(-26, 119)",-16,0,1,3,10,16,21,39,66
"All","IPV-D1",2016,10,"(4, 16)",13.7,"(15.77)","(-20, 132)",-7,0,2,4,10,16,25,47,78
"All","IPV-D1",2017,7,"(2, 13)",10.5,"(13.58)","(-14, 120)",-7,0,1,2,7,13,21,36,64.2
"All","IPV-D1",2018,3,"(1, 7)",6.2,"(10.08)","(-12, 114)",-3,0,1,1,3,7,11,24.9,54
"All","IPV-D1",2019,3,"(1, 6)",6.1,"(11.74)","(-16, 133)",-5,0,1,1,3,6,10,25,61.8
"All","IPV-D1",2020,2,"(1, 6)",5.1,"(8.24)","(-14, 88)",-5,0,1,1,2,6,10,21,43.8
"All","IPV-D1",2021,2,"(1, 5)",4.5,"(7.5)","(-14, 45)",-7,0,0,1,2,5,9,21.7,35.1
"All","IPV-D1",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","MCV-D1",2006,2,"(1, 5)",5.8,"(17.93)","(-39, 152)",-16.5,-1,0,1,2,5,7,18.8,68.5
"All","MCV-D1",2007,2,"(1, 6)",8.4,"(23.76)","(-52, 196)",-18.6,-2,0,1,2,6,11,46.9,142.8
"All","MCV-D1",2008,2,"(0, 7)",8.6,"(22.59)","(-54, 196)",-22,-2,0,0,2,7,13,50,118.8
"All","MCV-D1",2009,2,"(0, 6)",7,"(18.67)","(-54, 202)",-25,-7,-1,0,2,6,13,43,83
"All","MCV-D1",2010,2,"(0, 6)",7.2,"(21.88)","(-54, 206)",-23,-8,-1,0,2,6,12,41,117.8
"All","MCV-D1",2011,2,"(0, 6)",6.7,"(19.18)","(-54, 157)",-23,-5,-2,0,2,6,12,44,99.6
"All","MCV-D1",2012,2,"(0, 5)",4.8,"(13.99)","(-54, 160)",-22.4,-5,-2,0,2,5,9,30,70
"All","MCV-D1",2013,3,"(0, 7)",5,"(11.83)","(-54, 121)",-24,-4,-1,0,3,7,10,25,54.2
"All","MCV-D1",2014,2,"(0, 6)",5,"(12.16)","(-54, 105)",-24,-4,0,0,2,6,10,25,58
"All","MCV-D1",2015,3,"(1, 8)",6,"(12.2)","(-52, 102)",-23,-3,0,1,3,8,14,27,56
"All","MCV-D1",2016,2,"(1, 8)",5.4,"(12.06)","(-52, 110)",-24,-5,0,1,2,8,14,26,53
"All","MCV-D1",2017,3,"(1, 6)",5.3,"(12.47)","(-52, 113)",-27,-4,0,1,3,6,11,29,57
"All","MCV-D1",2018,3,"(1, 7)",5,"(10.82)","(-41, 114)",-30,-4,0,1,3,7,11,23,50
"All","MCV-D1",2019,2,"(1, 6)",4.3,"(10.75)","(-41, 103)",-30,-4,0,1,2,6,9,22,50
"All","MCV-D1",2020,2,"(0, 4)",2.8,"(8.43)","(-39, 81)",-27,-7,0,0,2,4,7,16,34
"All","MCV-D1",2021,2,"(0, 4)",2.5,"(6.96)","(-39, 26)",-29.8,-3,0,0,2,4,7,14,22
"All","MCV-D1",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","MCV-D2",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","MCV-D2",2007,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","MCV-D2",2008,-10.5,"(-16.25, -4.75)",-10.5,"(16.26)","(-22, 1)",-21.8,-20.8,-18.6,-16.2,-10.5,-4.8,-2.4,-0.2,0.8
"All","MCV-D2",2009,2,"(0, 4.25)",7.1,"(26.05)","(-41, 161)",-31.2,-26,-1.8,0,2,4.2,15.8,54,123.2
"All","MCV-D2",2010,3,"(1, 14)",10.3,"(25.83)","(-77, 137)",-39.2,-25,0,1,3,14,25,66,106.2
"All","MCV-D2",2011,3,"(1, 6)",5.3,"(15.84)","(-66, 98)",-38,-18,0,1,3,6,13,32,63
"All","MCV-D2",2012,3,"(1, 6)",2.5,"(12.08)","(-71, 87)",-45.4,-24,0,1,3,6,9,18,34.7
"All","MCV-D2",2013,3,"(-1, 11.75)",4.1,"(20.01)","(-79, 88)",-43.8,-26,-20,-1,3,11.8,25,36,64.2
"All","MCV-D2",2014,3,"(1, 9)",4.7,"(16.24)","(-71, 86)",-38,-25,-3,1,3,9,19,29,54
"All","MCV-D2",2015,3,"(2, 7)",4.5,"(12.25)","(-67, 81)",-36,-11,1,2,3,7,10,23,55
"All","MCV-D2",2016,4,"(1, 9)",4.7,"(14.61)","(-70, 89)",-45,-22.8,-1,1,4,9,13,25,57
"All","MCV-D2",2017,6,"(2, 13)",6.3,"(16.23)","(-69, 85)",-50,-25,-1,2,6,13,17,31,54
"All","MCV-D2",2018,5,"(1, 10)",3.8,"(15.75)","(-71, 82)",-52.7,-29,-2,1,5,10,14,24,45
"All","MCV-D2",2019,4,"(1, 9)",2.5,"(15.26)","(-71, 97)",-53,-33.8,-1,1,4,9,12,20,37
"All","MCV-D2",2020,2,"(0, 4)",-0.2,"(13.26)","(-66, 70)",-44,-37,-3,0,2,4,7,14,25
"All","MCV-D2",2021,2,"(0.25, 4)",-0.5,"(12.05)","(-51, 22)",-38.2,-36.1,-3,0.2,2,4,6,9.2,17.2
"All","MCV-D2",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-BD",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-BD",2007,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-BD",2008,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-BD",2009,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-BD",2010,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-BD",2011,2,"(-0.5, 7)",12.1,"(33.32)","(-2, 146)",-1.8,-1.1,-1,-0.5,2,7,17.5,36.2,124
"All","HepB-BD",2012,3,"(1, 12)",8.1,"(14.43)","(-1, 75)",-1,-0.6,0,1,3,12,12.9,18.6,60.2
"All","HepB-BD",2013,1,"(0, 8)",7.6,"(18.05)","(-2, 133)",-1,0,0,0,1,8,11,52,89.7
"All","HepB-BD",2014,0,"(0, 1)",3.1,"(11.36)","(-2, 108)",-2,-1,0,0,0,1,4,13,53
"All","HepB-BD",2015,0,"(0, 1)",1.8,"(7.99)","(-2, 106)",-2,-1,0,0,0,1,2,7,52
"All","HepB-BD",2016,0,"(0, 1)",2.9,"(10.61)","(-2, 138)",-2,-1,0,0,0,1,3,12,53
"All","HepB-BD",2017,0,"(0, 1)",3,"(10.9)","(-2, 143)",-1,0,0,0,0,1,3,14,52
"All","HepB-BD",2018,0,"(0, 0)",2.2,"(8.56)","(-2, 120)",-1,0,0,0,0,0,2,10,52
"All","HepB-BD",2019,0,"(0, 0)",2,"(8.42)","(-2, 124)",0,0,0,0,0,0,1,9,52
"All","HepB-BD",2020,0,"(0, 0)",1.5,"(7.51)","(-2, 104)",0,0,0,0,0,0,0,6,52
"All","HepB-BD",2021,0,"(0, 0)",1.2,"(5.46)","(0, 52)",0,0,0,0,0,0,0,7,26
"All","HepB-BD",2022,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-D1",2006,NA,"(NA, NA)",NA,"(NA)","(NA, NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"All","HepB-D1",2007,-9,"(-10, -7)",-7.3,"(10.43)","(-11, 95)",-11,-11,-10,-10,-9,-7,-7,-7,23.9
"All","HepB-D1",2008,-8,"(-10, -7)",-5,"(12.13)","(-11, 149)",-11,-11,-10,-10,-8,-7,1,7,44
"All","HepB-D1",2009,-3,"(-9, 2)",-1.2,"(12.43)","(-11, 147)",-11,-11,-9,-9,-3,2,4,16,44.9
"All","HepB-D1",2010,-7,"(-9, 1)",-2.7,"(12.75)","(-11, 102)",-11,-11,-10,-9,-7,1,3,13,47.3
"All","HepB-D1",2011,-8,"(-10, -7)",-4.7,"(12.03)","(-11, 124)",-11,-11,-10,-10,-8,-7,-1,11,48.9
"All","HepB-D1",2012,1,"(0, 3)",3.5,"(11.84)","(-10, 190)",-5.5,-2,0,0,1,3,6,12,54
"All","HepB-D1",2013,1,"(0, 3)",3.5,"(9.65)","(-9, 151)",-5,-2,0,0,1,3,5,14,53
"All","HepB-D1",2014,1,"(0, 3)",3.2,"(8.6)","(-10, 129)",-4,-1,0,0,1,3,5,13,52
"All","HepB-D1",2015,1,"(0, 3)",2.9,"(8.36)","(-13, 130)",-5,-4,-1,0,1,3,5,12,49
"All","HepB-D1",2016,1,"(0, 4)",3.4,"(9.21)","(-13, 135)",-5,-4,-1,0,1,4,6,14,51
"All","HepB-D1",2017,2,"(1, 4)",4.2,"(10.11)","(-9, 134)",-6,-2,0,1,2,4,6,17,55
